,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
4.85_441.1648m/z,441.1648055934,1,4.8533333333,0,0,0,0,0,0,0,0,0,0,0,48121.510506312,24117.3029174829,48343.8885010161,0,0,0,0,0,0,0,0,0,0,0,1554.398514653,0,0,4055.9639842857,0,1423.3943158641,0,0,0,886.0841369628,1018.858011295,501.286318509
6.40_473.1694m/z,473.1694207591,1,6.4,0,0,0,0,0,0,0,0,0,0,0,179426.156629163,53996.618652344,186541.1244812,0,0,0,0,0,0,0,0,0,0,1041.3416748048,1560.9910888672,0,0,0,2246.4332947661,0,0,0,0,7287.6679251504,3309.1296518889,8742.4765515418
13.45_281.2515m/z,281.2515398016,1,13.4533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11984.3478393556,880.7384948729,0,0,0,0,30543.1029663129,10740.1903686514,0,0,0,81445.6624755835,14708.7145080564,0,0,0,0,2238260.62139569,368428.451538455,14766.7685546879
6.83_475.1289m/z,475.1289479419,1,6.8266666667,0,0,0,0,0,0,0,0,0,0,0,8826.5130615232,6046.2899169928,18152.6605224612,0,0,0,0,0,0,0,0,0,0,848.1026287717,0,462547.233301803,207333.779052731,0,0,0,0,0,0,16663.9213867195,0,3983.3189626458
10.91_509.2936m/z,509.2936194703,1,10.9066666667,0,0,0,0,0,0,0,0,0,0,0,7289.0314025878,0,0,523.8215942382,4566.5820007323,0,0,747.5089416504,0,0,0,0,164406.403218607,116340.45994568,0,0,0,4119.4669085696,0,0,0,0,0,79066.8224487329,5890.3409423829,0
6.49_563.2004m/z,563.200433514,1,6.4933333333,0,0,0,0,0,0,0,0,0,0,0,325456.787658724,536949.02934833,590223.03230968,0,0,0,0,0,0,0,0,0,0,0,0,59732.6276426983,26702.8187926456,0,25757.326900835,0,0,0,0,0,1250.5770583002,2923.9589843744
3.73_379.1598m/z,379.1598370309,1,3.7333333333,0,0,0,0,0,0,0,0,0,0,0,287295.899185072,81000.8345336972,180184.386597278,942.324066162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.5407714844,0,2828.2379014549,11153.2211914053,2511.3838500972,29607.2424927692
9.88_647.3615m/z,647.3614521731,1,9.88,0,0,0,0,0,0,0,0,0,0,0,54391.26366848,2947.4230957039,0,316934.366927679,807501.841574023,0,0,0,0,0,0,0,0,0,0,54854.2705494219,2740.507263183,0,0,0,0,0,0,5342.4566650386,967.3351745605,0
12.76_248.9600m/z,248.9599643288,1,12.76,4527.1030992631,3829.3678588863,0,823.8798828126,2627.3260554898,581.4643249512,0,0,0,0,0,0,0,868.2274169923,0,0,0,0,0,851.4995422365,750.0713806153,0,0,0,0,0,0,0,0,0,0,0,1037.0009200121,0,0,0,0
6.73_405.2465m/z,405.2465413283,1,6.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5240.8298439329,0,0,0,0,0,933.2156360705,0,799.4515773635,0,0,0,0,0,3668.7942573567,10647.1384240371,22317.2846185948,1253847.86529544,33268.9782104481,20819.2086181635,0,0,0
6.21_523.2400m/z,523.2400488388,1,6.2133333333,0,0,0,0,0,0,0,0,0,0,0,229266.946280272,160263.888854986,266579.532125933,2200.7168780263,2389.9695434576,3602.0637548319,0,0,0,0,0,0,133839.091186524,0,4154.11364746,0,0,0,0,0,0,0,0,0,0,0
19.69_190.9316m/z,190.9315648413,1,19.6933333333,52155.4920716124,61145.7384915844,65970.2353704935,65333.813494248,74924.9532908813,68125.3494962482,62997.7209585665,63075.8577039571,59102.0696379412,56997.935880219,59043.1529894571,61187.0167120056,62903.1175371024,57613.9586060499,56998.6245843286,54631.4939676409,61263.52045572,63465.5025852932,60015.6740447347,55943.5558644985,68983.8380398679,56919.965374645,62602.4250230242,69650.5441272483,61047.6851734071,62106.7258877478,54900.3451824506,57661.7361687223,67632.1239764413,63146.2337421422,65363.8618674586,58584.3597776332,60380.4036555288,59414.6673632361,56050.5029769524,58455.0919435772,59084.7690151259
6.95_491.2147m/z,491.2146804972,1,6.9466666667,0,0,0,0,0,0,0,0,0,0,0,144292.633343122,99000.7297363316,185502.888148287,0,2185.9510639504,0,0,0,0,0,0,0,0,994.9429626466,0,0,0,0,0,0,2639.4264222603,0,2488.352551756,914.1344505413,0,2675.7946956565
4.32_499.1487m/z,499.1486583226,1,4.32,0,0,0,0,0,0,0,0,0,0,0,2463.0634585699,0,3702.8903350833,5172.1560363774,0,0,0,0,0,0,0,0,401356.154846182,28545.0105590817,932152.72232057,0,0,0,0,0,0,0,0,1382.2811287724,1333.3530883788,5511.4751086113
18.99_311.1708m/z,311.1708155901,1,18.9866666667,34635.6715292654,40122.9888038326,28043.7395206087,30532.6066704107,38553.0731862722,54170.6014594119,49643.9829435474,37222.6778021076,34542.6593680962,33974.2336872085,36513.9662461266,42226.3868177676,47379.9618983736,50209.6794061128,39019.3839053684,40054.6899847298,40373.5471732341,31628.862721533,36672.0009536909,42248.4397243665,47035.7805337007,43544.8997728152,40737.9444879015,38539.3710326097,46509.8289317134,69156.6004044239,41851.6861157452,45924.43330992,39842.0758620711,38807.0255119649,40851.843742308,22417.7539904828,41223.5530982602,38873.9242049767,24916.5050074414,40199.0116622166,34330.9092936564
1.04_391.1051m/z,391.1051397309,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108856.523998125,13647.9133300771,93801.8456863652,0,0,0,0,1028.6360778811,9943.3765258806,0,0,0,452.4935455323,0,0,0,0,807.9319733796,0,1846.0799255368,0,0,0
7.61_285.0424m/z,285.0423921623,1,7.6133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474057.586791972,161159.425860329,0,0,0,0,5153.9365138258,0,1730.4421641218,0,0,0,0,0,2995.8540039062,8424.1054687499,657.8995361326,0,0,0,0,0,1391.1414794922
12.19_437.2699m/z,437.2699143121,1,12.1866666667,0,0,0,0,0,0,0,0,0,0,0,780459.264523092,75757.4666137693,0,2155.9100036621,0,0,1763359.97006443,0,0,0,0,0,538734.458254871,0,0,0,0,119546.212110795,0,0,1047.7874450685,1095.5523071289,0,1201227.38599419,0,0
6.24_475.1843m/z,475.1843156276,1,6.24,0,0,0,0,0,0,0,0,0,0,0,789521.939876023,179817.992309571,556542.92014981,3873.949352667,0,0,0,0,0,0,0,0,0,0,0,2367.1590321703,4743.7374497453,0,0,0,0,0,876.842102051,1740.9330924254,0,2780.8677978516
4.79_221.0481m/z,221.0480529307,1,4.7866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074554.06546022,726878.153733865,877768.986291434,0,0,0,0,2738.6525878903,6960.5593470967,1787.5509338377,0,0,0,0,619.8882374255,0,3706.3914184571
19.51_375.8454m/z,375.8454353347,1,19.5066666667,1670.1954838327,1986.9642486573,3663.8188412413,5374.536490802,10650.9222193143,11330.4063415536,7078.7976204608,6330.6186734986,5229.7699471682,9295.9351994332,5401.3970940386,9687.5258048686,3181.1525115972,8945.9048725152,5973.5404952728,2367.1147308351,5200.8822021486,7396.0737154338,8733.3097936815,5898.5545844716,9502.890676804,6380.3505550782,6425.5360739938,11364.4204373419,7967.3947783183,5809.0438654826,5084.0883486834,8850.813323763,7116.5241502967,9033.88571764,3685.1815278882,10782.5935474609,9209.7407782333,6686.5549021199,5762.4225616463,8992.3525771937,4756.4487931819
11.19_316.8779m/z,316.8778919364,1,11.1866666667,19503.4578165817,19627.156134896,639.608581543,5905.8525390626,1541.9841918943,0,0,0,0,0,0,0,0,0,0,0,0,21898.3812847732,0,889.4935302735,1635.3688354496,0,0,860.5910797122,0,0,0,0,0,0,0,0,0,0,0,0,0
9.87_309.1780m/z,309.1780467049,1,9.8666666667,32003.9584942205,11838.2537231444,52580.7224571653,14397.5677185069,13199.1185955559,12994.2300110676,22117.3757644499,20960.9373666606,18407.2518310558,14809.4792480489,22012.6679687506,24500.4222717291,25457.6164550778,21096.0465087899,11820.7967221199,33864.4534328328,18064.2630615237,16823.7390053394,76581.6665706101,49387.5467717923,12606.6639136776,27705.0150507487,16715.1783672213,30262.9560241724,26554.4733276371,22312.6428222657,113710.902325099,22082.8589172371,24520.4799585332,21061.8537292476,19047.3637695305,17163.8987286355,30614.2727747181,17158.9697969716,28623.5806579572,26498.0255126928,15540.2739257808
6.12_601.1256m/z,601.1255769448,1,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.1111492036,0,0,0,0,0,0,0,1545.0113919256,3849.3989868167,0,1198.340148926,0,0,3367.0284239391,0,2042.5335550703,0,0,1027268.85999171,4059243.16429852,1574169.80136254
6.83_531.1417m/z,531.141680679,1,6.8266666667,7.743476501,10.3484453145,0,211.1466218928,0,0,0,0,0,0,0,25712.9075223869,2201.8334655762,5600.2959513831,7994.3513183592,2966.0693359374,0,0,0,0,0,0,0,0,0,0,66751.215576171,41247.09222412,0,0,0,4021.7838493711,0,0,1098.7694702153,1274.8543090815,751.7298583988
5.00_303.0936m/z,303.093629785,1,5,0,0,928.2426178992,0,0,0,0,0,0,0,0,754.3921508788,0,0,3209.1950370296,4298.250858867,0,1769.2612304688,0,941.1572265626,0,0,0,0,0,0,0,0,167652.656173729,67942.2906188967,147088.4262152,0,0,0,15228.6882934546,5167.3950195311,3038.5897884477
8.81_327.1605m/z,327.1604996415,1,8.8133333333,0,0,0,0,5.4669197502,0,0,0,0,0,0,0,0,0,18742.8060039414,26311.9611008497,0,0,0,809.1661682127,227260.078729508,87211.9172363276,32986.1024989089,0,0,0,20001.9783935544,0,0,0,0,0,0,958.6800537108,0,0,0
3.57_281.1250m/z,281.1250054562,1,3.5733333333,0,0,0,0,0,0,0,0,0,0,0,6492.2564086912,0,7805.2302308693,0,0,0,0,0,0,0,6835.4969707664,7893.3674288592,0,0,0,2125.517059326,0,0,0,0,8890.051300049,6617.2727661135,18112.6489486593,0,0,0
10.80_271.2278m/z,271.227849486,1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444.2142333988,1736.0691528319,0,0,0,0,11711.9503684104,8684.8085937502,0,9094.9879820566,0,8543.1209716803,0,0,0,0,0,7456.9962209784,0,0
6.48_277.1082m/z,277.1081968776,1,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8473.4075317385,2394.6204833982,4114.8352050774,0,0,0,0,0,0,0,0,17572.7175292966,20808.3176269519,16076.2322998042,9583.8289896407,4531.5939751578,0
9.84_505.2674m/z,505.2674220033,1,9.84,0,0,0,0,0,0,0,0,0,0,0,24685.4083028474,0,0,5947.9481946306,16995.1087973212,0,10370.7021789552,3059.0090942378,0,6286.2782592767,6629.7299413317,0,0,0,0,0,0,0,0,0,0,0,0,2708.6566848756,0,0
5.71_413.1467m/z,413.1467271219,1,5.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175972.839970464,32283.2195434576,124379.593729525,28698.1972702019,0,12257.2481689461,90355.0915230237,41925.5754615961,16263.742572255
6.08_711.2627m/z,711.2626894769,1,6.08,0,0,0,0,0,0,0,0,0,0,0,196852.939821599,144663.447692879,238383.50695801,0,0,0,0,0,0,0,0,0,0,0,0,26790.4578857458,66798.4665527406,0,0,0,0,0,0,0,11930.7113402915,76071.1750299147
19.01_297.1555m/z,297.1555342936,1,19.0133333333,1057.5697021485,6058.5850702148,2464.6508941654,0,9162.6564646645,9633.6130756388,7924.0830383301,7119.0867345463,2269.4860534668,4859.8421870468,8578.3233642578,3081.3179016114,9032.7205810553,5223.7660522467,7984.656677246,8995.7949319708,9556.1255988636,1189.2781449917,3685.35635376,7438.3101348882,8961.2173813283,9158.9552917473,8805.4174499517,3717.1725463865,6525.4126189666,17515.1776733387,8330.9239001964,11071.1481893937,2197.0108032223,11675.2845456729,4633.0586039995,4841.8785400387,3550.1061741803,6337.0533142087,3319.1157836914,9026.0441284179,9237.59552002
1.16_780.2854m/z,780.2853848048,1,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930.0402832029,0,0,0,0,0,13219.2734985347,0,7707.4788513194,0,0,0,0,3138.1956481933,0,0,0,25736.1150838925,0,14045.4142496768,2960.1169738772,0,0
15.51_607.4299m/z,607.4299471468,1,15.5066666667,0,0,0,0,0,0,0,0,0,0,0,45940.4034469071,0,0,0,0,0,87970.2077446021,8900.5479136263,0,0,0,0,19836.668334961,0,0,0,0,44269.1492309542,8950.7660522474,0,0,0,0,7168.67565918,0,0
9.47_474.2712m/z,474.2712446478,1,9.4666666667,0,0,0,0,0,0,0,0,0,0,0,2216.5386962896,0,0,0,2090.9375610353,0,2175.6940380523,7291.6954345704,0,24535.7959181457,12598.4396972664,0,2083.4725646972,0,0,0,0,0,0,0,2364.6872558593,0,0,0,0,0
12.17_473.3290m/z,473.3289966085,1,12.1733333333,0,0,0,0,0,0,0,0,0,0,0,4977.4580078125,0,0,2912.3603515626,1182.8840942384,0,20687.0882912002,2242.2142333987,0,0,0,0,6759.683240112,1355.6746826174,0,0,0,0,0,0,0,0,0,937.7284240722,0,0
15.93_675.3745m/z,675.3744969857,1,15.9333333333,0,0,0,0,0,0,0,0,0,0,0,55106.519928199,0,0,1809.1000516044,0,0,13770.19117866,0,0,0,0,0,39209.7195878559,0,0,0,0,11401.6146119218,0,0,5827.9434814442,0,0,5001.99987793,0,0
15.73_714.5626m/z,714.5626271792,1,15.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.4604594395,0,26689.6926132835,4875.5062255858,0,0,0,2080.5690917962,0,0,50592.4116519003,7853.2715623902,7506.2457885755,13287.1048120233,0,0
1.35_243.0648m/z,243.0647624008,1,1.3466666667,0,0,0,0,0,0,0,0,0,0,0,23509.4136478841,0,0,3566.5892791747,0,0,24513.8543486892,0,0,3663.3846267608,0,0,10817.2144522694,0,0,0,0,56259.0175183366,0,0,0,0,0,1651.9353637696,0,0
1.79_180.0710m/z,180.0710236781,1,1.7866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2440.6240844725,0,2464.6561584472,0,0,0,25544.888425328,0,0,0,0,3666.2504272462,16762.0028076163,0,0,0,0,0,0,0,0,1398.6180877686,2963.011932373,24111.216076079
0.99_285.0847m/z,285.084694601,1,0.9866666667,0,0,0,0,0,0,0,0,0,0,0,5779.3470231212,0,655.8631286621,0,593.3792114258,0,0,0,0,0,0,0,0,0,0,11397.9151434314,7625.5645120431,0,0,0,0,2039.2018127439,2177.9838562013,0,0,0
5.13_375.1449m/z,375.1449010202,1,5.1333333333,0,0,0,0,0,0,0,0,0,0,0,62778.9130367942,21203.6696167,83175.0671454447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17471.6507787914,0,4413.224609375,0,0,0,5205.6935424806,10835.3833344935,1683.3720545421
7.11_411.2079m/z,411.2078853455,1,7.1066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1066.0499877929,0,1125.4601745606,0,0,0,0,11526.1006105625,1885.5891723634,12862.846391215,0,0,0,0,0,0,0,0,24212.380058233,1321.8596191404,14616.7390493825,0,0,0
11.05_529.3101m/z,529.3100621446,1,11.0533333333,0,0,0,0,0,0,0,0,0,0,0,29913.4213774328,6998.0449829106,0,12456.5864868163,1710.6514892575,0,0,0,0,0,0,0,1389.4038696292,1076.6455078121,0,0,0,0,0,0,0,0,0,14040.9104003894,3247.8591918944,0
9.52_645.3701m/z,645.3701283746,1,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28041.558044432,51763.106609851,0,0,0,0,0,0,0,0,0,0,95946.235928002,221115.492329008,2299.9979248042,12716.4882812498,6854.9392700199,0,0,0,0,0,0
5.09_347.1720m/z,347.1720203582,1,5.0933333333,0,0,0,0,0,0,0,0,0,0,0,32293.8562467031,2194.8432006835,12813.4350630697,2855.3449818487,0,0,0,0,0,1031.294810874,0,0,0,0,0,0,0,7575.2505493154,61979.359799903,14169.2565002438,0,0,0,0,0,0
10.29_597.3132m/z,597.313175052,1,10.2933333333,0,0,0,0,0,0,0,0,0,0,0,52423.8232116699,0,0,37041.8334395962,57974.5909323685,0,0,241299.372131338,0,0,0,0,0,490445.047121246,0,0,0,0,2266.190307617,0,0,0,0,862252.00099078,114459.228302003,0
4.63_325.0933m/z,325.0933082379,1,4.6266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17820.3189849852,2173.0445556642,0,0,0,0,0,0,0,0,0,0,0,0,7404.9197692874,1897.8927307131,4839.4538879394,750.1610412599,0,0,50694.9700317376,21821.4891357424,0
1.07_351.0735m/z,351.0735466964,1,1.0666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053.722653752,0,556.5213623047,0,0,0,0,0,696.9861450194,1052.6688842773,0,0,0,0,2276.6805771943,6892.927791873,28392.1014249313,0,0,0,0,3745.2286985636,0
15.63_631.4964m/z,631.4964161208,1,15.6266666667,0,0,0,0,0,0,0,0,0,0,0,40306.705981679,0,0,10320.5771350195,0,0,0,0,0,0,0,0,1670.9518769488,0,0,0,0,31447.0806884755,879.7734069825,0,1634.4764404294,0,0,11691.476684571,0,0
10.81_502.2981m/z,502.2981420304,1,10.8133333333,0,0,0,0,0,0,0,0,0,0,0,9477.2986067696,0,0,2568.6916631682,1363.5055236812,0,15966.6662545444,24176.3347649756,0,66472.6581665534,104383.520628528,0,0,1448.0830078126,0,0,0,0,0,0,0,0,0,0,0,0
3.65_373.1720m/z,373.1719510808,1,3.6533333333,0,0,0,0,0,0,0,0,0,0,0,991.3542785642,0,0,3767.8166140489,5373.4265747069,0,0,0,71843.4863891642,0,0,4042.9755785138,0,0,0,0,5999.522776283,0,0,0,614.5722656249,0,0,0,0,1242.4937568543
3.48_411.0255m/z,411.0254908446,1,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,818.2627563478,28332.134765627,63154.4574228396,18048.2515376483,0,0,0,0,0,0,0,0,0,12089.5277927931,41255.8977525053,3015.2007376828,0,0,0,0,0,0,0,0
6.60_405.0901m/z,405.0900954822,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.3885623909,0,0,0,0,0,0,0,0,0,0,0,0,0,217234.091260671,51895.4441833518,187704.017236342,4957.5264279997,0,0,2538.2941284181,7138.3181152344,32116.7901276697
6.17_457.2092m/z,457.2092087765,1,6.1733333333,0,0,0,0,0,0,0,0,0,0,0,877.6947326662,0,1268.9188232422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13879.5671169782,4309.4536743162,1210.7605590822,63533.9121743682,14899.1383666987,71644.1594328705,0,0,0
10.89_459.2560m/z,459.2559948374,1,10.8933333333,0,0,0,0,0,0,0,0,0,0,0,616873.53380504,39521.8143120317,0,24972.1403418629,1152.2562255859,0,344970.786560063,0,0,0,0,0,2994.8549194342,0,0,0,0,15012.0668945313,0,0,0,0,0,32536.5980227773,0,0
5.89_624.1939m/z,624.193944502,1,5.8933333333,0,0,0,0,0,0,0,0,0,0,0,25725.9981122092,10384.9440917976,12802.2205632412,0,0,0,0,0,0,0,0,0,941.0759887697,0,0,0,0,3300.7744750982,0,0,0,0,0,24079.8602905252,267870.806575731,285764.25701431
5.49_539.2247m/z,539.2246798792,1,5.4933333333,0,0,0,0,0,0,0,0,0,0,0,75970.608630715,55576.5946474956,81882.4052450362,189599.558307964,183645.288903816,99594.7439431086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3952.8657276122,434.1018010509,0
2.52_380.0795m/z,380.079463828,1,2.52,0,0,0,0,0,0,0,0,0,0,0,0,13390.1593348642,38660.1273498543,0,0,0,0,0,51202.7254642975,0,0,573.1380955017,0,0,46261.3963717662,0,0,0,0,0,0,1797.5520629882,827.6790771485,0,2628.3553466793,0
5.72_415.0998m/z,415.0997611667,1,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769.7413024902,0,2341.0373840332,0,0,1068.2797851562,0,7594.573815905,27135.9243164072,102008.383270263,24150.4759728577
9.72_314.2434m/z,314.2433911245,1,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.2966286025,4141.9919433598,0,0,0,0,0,0,0,80683.7792458082,15561.4180908222,21799.4302978522,0,0,494.8842773437,807.0517578127,0,920.9384765628,0,0,0,0,0
5.68_497.1406m/z,497.1406324139,1,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,4336.1606821333,0,0,0,0,0,0,0,0,0,9974.797851562,0,0,0,0,6149.66418457,0,2086.2841796872,2035.6032104493,0,0,76908.0803425167,204500.964043437,318834.0767623
7.69_373.1669m/z,373.1668988471,1,7.6933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35106.0888557836,30096.4160535695,0,0,0,0,76399.2468955001,50657.7623066775,63360.6231850854,0,0,0,869.5516357423,0,0,0,923.4802463564,0,0,0,0,0,998.6421508788
9.89_530.9601m/z,530.9600825124,1,9.8933333333,74595.8363064246,34537.8273351807,57554.2552490262,18926.8725581647,3123.4806823735,0,2084.5599975587,0,0,0,927.1601257321,0,906.124267578,1815.4344177246,0,0,0,12140.270904541,0,1477.3944702145,3297.2539062488,1148.7075195316,0,3448.6853790289,0,925.9693603517,0,1104.9903564451,1189.2521972657,0,0,0,0,0,0,0,0
10.27_601.3442m/z,601.344195999,1,10.2666666667,0,0,0,0,0,0,0,0,0,0,0,65310.5094591783,12125.0015258783,0,85500.9860847149,36399.1491985546,0,978.8535156248,0,0,0,0,0,0,0,0,0,0,0,0,0,636.7347412109,0,0,22425.5197999654,1772.8010253908,0
5.69_607.2577m/z,607.2576716776,1,5.6933333333,0,0,0,0,0,0,0,0,0,0,0,100820.888858625,72107.6324380328,90454.8800965785,8434.303142567,5682.8796868952,0,0,0,0,0,0,0,1671.053478382,0,0,0,0,0,0,0,0,0,0,1778.5159116435,581.4722595213,0
6.27_609.1871m/z,609.1870785306,1,6.2666666667,0,0,0,0,0,0,0,0,0,0,0,267629.930499972,227535.415333197,214959.566101071,13953.4917605775,11769.3912546741,1140.6295166015,0,0,0,0,0,0,41293.7101298264,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53_661.1831m/z,661.183060249,1,5.5333333333,0,0,0,0,0,0,0,0,0,0,0,0,1922.0365053608,0,0,0,0,0,0,0,0,0,0,807221.15030619,570879.961747941,280221.229717447,44941.5452270493,82991.7028198209,0,0,1081.2271423343,0,0,0,0,0,0
7.32_447.1747m/z,447.1746519277,1,7.32,0,0,0,0,0,0,0,0,0,0,0,125536.404137306,35216.7626090961,97194.4333409787,10692.3012629486,20255.0567064388,0,0,0,0,1051.7284240724,0,0,0,0,0,933.9259033203,0,0,0,0,0,0,0,0,0,0
5.43_711.1136m/z,711.1136173442,1,5.4266666667,0,0,0,0,0,0,0,0,0,0,0,2509.3591918943,0,0,895.7223815918,0,0,0,0,0,555204.849884038,366913.665989756,1059506.98679178,0,0,0,326694.28063964,378913.536682147,0,0,0,0,0,0,0,0,0
5.64_357.1215m/z,357.1214706231,1,5.64,0,0,0,0,0,0,0,0,0,0,0,39729.7208862323,18378.0095520012,48814.201904298,0,0,0,0,0,0,606.4931754459,2621.7272925348,782.2209175371,0,0,0,0,0,650.6896362305,0,0,0,0,0,0,1283.6608276368,0
6.03_542.2077m/z,542.2077267666,1,6.0266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.53125,0,0,0,0,0,0,0,0,0,0,336886.246399969,252114.103735202,0,0,847.2607056643,0,0,0,14372.8663940427,59267.0394268886,105023.116108442
5.37_327.0966m/z,327.0966048199,1,5.3733333333,0,0,0,0,10.7777756705,0,0,0,0,0,0,0,0,0,4502.6469726562,3631.5695251177,929.9459838868,0,0,0,89249.5237916523,2465.7042236327,6524.8052673332,0,0,0,0,0,0,0,0,8978.4674202502,875.476837158,927.6777343751,0,0,0
4.60_535.2065m/z,535.206527527,1,4.6,0,0,0,0,0,0,0,0,0,0,0,1239.0322151296,1793.5797799127,3192.4115772265,0,0,0,0,0,0,0,0,0,230743.798305743,260877.23507874,199832.862907767,0,0,0,0,0,0,0,0,0,2948.3851318352,80637.3927652081
3.72_357.0822m/z,357.0821738747,1,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.1382140043,366755.223486463,256415.159974671,306274.864072103,0,0,0,0,0,9032.2799987792,0,16026.2429809572,0,0,0,1476.7829284667,0,1923.349273682
3.69_255.0524m/z,255.0524222372,1,3.6933333333,0,0,0,0,0,0,0,0,0,0,0,527041.318227624,116232.80215454,1037724.98249204,0,0,0,0,0,0,9775.5338439949,0,14453.3142395023,0,0,0,0,0,0,0,3322.6046142578,0,0,0,7028.3126907356,1023.7716369632,0
4.16_389.1138m/z,389.1137826622,1,4.16,0,0,0,0,0,0,0,0,0,0,0,106040.921590404,30914.1402378436,118500.680691717,0,0,0,0,0,0,0,0,1807.7148945409,0,269.7072206535,0,0,0,0,0,0,0,0,0,1405.2619665613,2182.0033034942,4661.9451063749
4.36_423.0989m/z,423.0988745041,1,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9375.5787297118,0,0,0,0,0,0,0,0,0,0,0,0,0,100477.689766013,169870.746551524,357175.944997276,0,0,783.2341918948,25749.2395432896,5815.2990820505,329.9240722656
6.91_299.0301m/z,299.0300710393,1,6.9066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393268.083829711,230194.374298103,0,0,0,0,0,0,0,6993.7272530412,0,0,20483.0381469711,2326.4287414553,0,0,1458.0586633613,0,0,0,755.6666691626,0,0
10.89_433.2381m/z,433.2381225448,1,10.8933333333,2035.6302795409,0,2591.9894104009,0,0,0,0,0,0,0,0,286448.954518581,410436.054390221,0,907.0333116936,0,0,0,14295.4877319569,0,16422.4173278809,4407.1088562011,0,0,203098.034935937,0,0,0,0,6155.6772003169,0,52819.7405140298,563305.064187962,0,6303.9783935541,19753.8748937267,0
10.60_478.2956m/z,478.2956180276,1,10.6,417.6867675781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49454.4956664999,58095.1860351553,767.9225769043,0,0,0,510076.417450284,43238.8791503923,1655.1071166992,0,0,11587.5350646977,8810.2155151366,0,0,0,0,36355.1145629898,24264.0769653316,0
