,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
11.35_659.2627m/z,659.2627437786,1,11.3466666667,0,0,0,0,0,0,0,0,0,0,0,6811.5699427513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144948.663531287,0,0,0,0,0,0,0,0,0,0
8.79_337.1112m/z,337.1112158429,1,8.7866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106.2183837885,0,0,130760.00061432,0,0,0,0,0,0,0,0,0,0
12.24_453.1998m/z,453.1997766775,1,12.24,0,0,0,0,0,0,0,0,0,0,0,4439.5245971682,0,0,0,0,0,0,0,0,0,0,0,17567.5565419845,104930.130300445,0,0,0,0,0,0,0,0,0,0,0,0
9.81_709.2936m/z,709.2936427832,1,9.8133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806.5651814689,0,0,0,0,0,0,0,0,0,0,37793.6661987331,0,0,0,0,0,0,0,0,0,0
11.73_313.2384m/z,313.2384497469,1,11.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10509.3002014152,0,0,0,0,0,203577.115824719,196327.457111561,0
9.92_461.1778m/z,461.1777927065,1,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781.7581453374,0,0,0,0,0,0,0,0,0,0,0,33031.9443163681,0,0,0,0,0,0,0,0,0,0
8.24_299.0227m/z,299.0226523043,1,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314588.875793461,135742.010559082,0,0,0,0,0,0,0,12828.978478476,0,0,0,0,0,0,0,0,0,0,0,0,0
3.49_398.1099m/z,398.1099408278,1,3.4933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930.9595947265,0,0,0,8301.9543696906,12446.7200927729,0
5.41_428.0963m/z,428.0963194093,1,5.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794.2496032714,29967.2433596714,2774.5706176763,0,0,0
6.53_489.6399m/z,489.639940967,1,6.5333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001.6957397457,121811.071990968,20722.0911177572,0,0,0,0,0,0,0,0,0,0,0
10.96_561.3377m/z,561.3376541358,1,10.96,0,0,0,0,0,0,0,0,0,0,0,32094.7878531647,0,0,0,0,0,0,0,0,0,0,0,21334.8858032234,0,0,0,0,0,0,0,0,0,0,1612.8988037107,0,0
4.27_278.1120m/z,278.1120395793,1,4.2666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16187.9260253915,0,0,0,0,0,0,0,4560.3619384762,0,0,0,0,0,0,0,0,873.394165039
1.21_263.9919m/z,263.9918589243,1,1.2133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11235.8156433091,1698.046386719,43504.5231628417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01_574.2174m/z,574.2173931683,1,6.0133333333,0,0,0,0,0,0,0,0,0,0,0,30324.4270472424,1467.2731933594,34339.0373246095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80_315.8962m/z,315.8962275539,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,7258.3741073824,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.9114990236,0,0,0,0,0,31370.6101074216,0,0,0
4.15_173.0465m/z,173.0464785582,1,4.1466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570.4515686034,725.6717834472,13700.4013509737,0,0,0
5.85_555.1570m/z,555.1569682043,1,5.8533333333,0,0,0,0,0,0,0,0,0,0,0,7595.8218383785,35906.1693115225,1671.1978149416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.93_545.0386m/z,545.0385553311,1,4.9333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4472.9292825534,1756.1589726784,0,0,0,0,0,0,0,0,0,0,0,0,0,40184.9968261732
10.04_487.1445m/z,487.144510807,1,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838.1767508978,0,0,0,0,0,0,0,0,0,0,0,18726.7563777457,0,0,0,0,0,0,0,0,0,0
10.23_437.1646m/z,437.1645578846,1,10.2266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783645.466061939,19104.995319436,0,0,0,0,0,0,0,0,0
4.44_281.0678m/z,281.0678303203,1,4.44,0,0,0,0,0,0,0,0,0,0,0,34584.8954162612,1334.6778259278,36468.4258345681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.79_259.0273m/z,259.0272791924,1,6.7866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334824.856520439,238987.663739361,8431.370074442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.37_381.1365m/z,381.1364983384,1,9.3733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877215.284053023,17276.0671997065,0,0,0,0,0,0,0,0,0
7.43_765.3185m/z,765.318506745,1,7.4266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8729.3656616217,105785.454956061,0,0,0,0,0,0,0,2735.6447209047,0,0,0,0
5.97_322.1261m/z,322.1261356041,1,5.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35299.0953418123,1331.9432983397,45590.9041290299,0,0,0
1.87_258.1102m/z,258.1102035705,1,1.8666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855.331573486,104053.876225309,237635.608086363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.92_525.1449m/z,525.1449088719,1,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5958.2684154708,0,0,0,0,0,0,0,0,400204.241709977,0,0,0,0,16768.3870544422,0,0,0,0,0,0,0,0
13.07_481.3311m/z,481.3310830368,1,13.0666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216199.629455855,4731.9953002931,0,0,0,0,0,0,0,0,9837.0764409771,0,0,0,0,0,0,0,0,0,0,0,0
3.77_363.9013m/z,363.9013312548,1,3.7733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,27963.8241633904,0,0,0,0,0,0,0,0,1166.2108764646,0,0,0,0,0,0,0,0,0,0,36330.3134155282,0,0,0
0.84_299.9262m/z,299.9261840015,1,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,14017.12597666,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.3944091799,0,0,0,0,0,37072.5267333937,0,0,0
3.91_511.1662m/z,511.1661963474,1,3.9066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.7197563507,0,30606.7331542968,17648.7930025096,0,0,0,0,0,0,0,0,0,0,0
7.95_517.1375m/z,517.1374630256,1,7.9466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.4966604713,0,0,0,0,0,0,0,0,0,0,0,0,0,46728.6031494096,2195.9180908202,0,0,0,0,0,0,0
0.81_578.8921m/z,578.8920930688,1,0.8133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,41223.8377685554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57695.6004170036,0,0,1373.8853759765
1.83_302.1253m/z,302.1252869235,1,1.8266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508.9371709231,0,0,0,0,0,0,39451.7646625399,62180.7658728237,0,0,0,0,0,0
12.56_555.2840m/z,555.283999849,1,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69301.5835571234,3530.5111083984,0
4.16_707.2009m/z,707.2008688917,1,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37427.9790649412,21332.3222335106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054.5531399871,0,0
10.45_419.1538m/z,419.1537509745,1,10.4533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43632.9072519731,0,0,0,0,0,0,0,1128.1355466363,0,0
6.67_613.1274m/z,613.1273547807,1,6.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370.9474487306,0,0,0,0,31107.5234375,1259.3968505859,0,0,0,0,0,0,0,0,0,0
14.17_283.2670m/z,283.2669993827,1,14.1733333333,0,0,0,0,0,0,0,0,0,0,0,2735.9012451172,0,0,0,0,0,0,0,0,0,0,0,79070.8835449209,0,0,0,0,0,0,0,0,0,0,1781.5281982423,0,0
6.13_773.3333m/z,773.3332747424,1,6.1333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.142822266,5485.1427420359,76196.9404907215,0,0,0,0,0,0,0,0,0,0,0
10.36_423.1835m/z,423.1835209536,1,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6551341.40618291,35494.8328552241,0,0,0,0,0,0,0,0,0
1.35_857.2464m/z,857.2464457371,1,1.3466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222.0889892578,0,0,0,0,0,0,0,0,0,16700.0156204343,84006.0867309589,0,0,0
1.08_451.1222m/z,451.1221934987,1,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76583.8610839828,0,4746.3298302764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.0291137694
10.72_419.1536m/z,419.1535591335,1,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3129.343170166,0,0,0,0,0,0,0,0,209996.231521168,0,0,0,0,0,0,0,0,0,0
11.12_541.3247m/z,541.3246714897,1,11.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65170.8435668952,32188.9656211543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.5297851564,0,0,0,0,0
14.68_457.3354m/z,457.3354196596,1,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7513.4733155232,0,1324.7115478514,0,0,0,0,0,0,0,0
6.95_600.2144m/z,600.2144337102,1,6.9466666667,0,0,0,0,0,0,0,0,0,0,0,1663.8152465818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110619.597644039,75526.5247959953,0,0,0,0,0,0,0,0,0
8.41_581.1698m/z,581.1698340719,1,8.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970.7824707034,140334.683985222,2134.3406982424,0,0,0,0,0,0
11.28_405.1723m/z,405.1722867951,1,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535.2976785545,0,0,396816.790918527,0,0,0,0,0,0,0,0,0,0
3.67_353.1463m/z,353.146342603,1,3.6666666667,0,0,0,0,0,0,0,0,0,0,0,4543.224031093,0,2747.36151123,136572.553039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.61_449.0901m/z,449.0901454354,1,9.6133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3713223657,0.2884186505,0,0,0,0,0,0,0,0,0,0,33632.4033807393,0,0,0,0,0,0,0,0,0,0
5.16_675.1828m/z,675.1828046983,1,5.16,0,0,0,0,0,0,0,0,0,0,0,0,1333.3542418961,773.0068639628,0,0,0,0,0,0,0,0,0,0,0,33653.7252807619,0,0,0,0,0,0,0,0,0,0,0
6.17_339.0562m/z,339.0562341949,1,6.1733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489.6939899541,0,668.2825275394,0,0,0,0,0
3.75_567.1707m/z,567.1706993544,1,3.7466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1824.533203125,0,0,0,0,0,0,0,0,2300.8918814709,0,0,0,0,0,0,0,0,0,0,0,0,0,81403.772216802
1.33_534.1619m/z,534.1619342064,1,1.3333333333,0,0,0,0,0,0,0,0,0,0,0,2432.6674194346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233.3221130369,0,0,0,0,0,213386.729127239,0,0
10.81_397.1669m/z,397.166939192,1,10.8133333333,0,0,0,0,0,0,0,0,0,0,0,681.7281188963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15646.7971008764,0,0,0,0,0,0,0,0,0,0
7.56_303.0247m/z,303.0247014102,1,7.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102273.573852542,83148.575998,0,0,0,0,0,0,0,1400.9545288083,0,0,0,0,0,0,0,0,0,0,0,0,0
10.04_409.2033m/z,409.203326117,1,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556832.84014887,6411.670410156,0,0,0,0,0,0,0,0,0
4.31_424.1016m/z,424.10157315,1,4.3066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64031.2343749972,0,34678.112792968,694.1466979981,0,0,0,0,0
5.73_286.5270m/z,286.5269596335,1,5.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.4538879395,29052.1028442391,48533.2100219733
3.87_309.1201m/z,309.1200924799,1,3.8666666667,0,0,0,0,0,0,0,0,0,0,0,994.0098571776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.2206115723,0,47650.9698486303
4.08_426.0810m/z,426.0809681266,1,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.0338745118,0,0,0,0,0,0,1301.5239257814,49830.4968370872
9.72_395.1542m/z,395.1542406613,1,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74684.2592468269,1210.2080688476,0,1355.031488788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.73_243.5268m/z,243.5268149174,1,5.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.5010959931,0,0,0,0,0,0,0,0,0,0,29988.4403686527,34416.2135620121
10.55_423.1833m/z,423.1833355987,1,10.5466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420065.94342973,3900.2662963869,0,0,0,0,0,0,0,0,0
10.27_409.2034m/z,409.2034163784,1,10.2666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304203.05945584,3435.7505493164,0,0,0,0,0,0,0,0,0
10.81_643.2368m/z,643.2368480503,1,10.8133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.0864691049,0,0,0,0,0,0,0,0,0,0,0,585580.092894015,0,0,0,0,0,0,0,0,0,0
5.71_242.0185m/z,242.0185387579,1,5.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.3654785156,36982.225341797,57592.7763470457
11.03_557.3218m/z,557.3217781003,1,11.0266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23536.5682735614,126643.648657158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.83_365.1067m/z,365.1066791143,1,9.8266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132791.878198914,764.6211853027,0,0,0,0,0,0,0,0,0
19.29_342.8577m/z,342.8577190887,1,19.2933333333,9104.3674569883,9167.3823112269,9296.9425471534,5689.6144996675,12995.1451677968,10637.3555985927,10131.1597128259,8543.076952484,7388.1532155782,8787.3002840978,9327.8013386526,8710.0588681667,10079.7256712491,5158.3240661622,9501.2621459962,10029.8791421439,9909.9073109751,10927.419512702,10261.8673823058,9250.5544113155,10036.3317318329,10101.0206040729,8013.6179326091,5264.2134374572,11599.573291802,5211.8393950818,11042.0433264478,6233.8710369751,9028.7479034988,8571.5627128214,8037.9332111434,10711.054870495,10803.8903365331,7000.07708322,8420.1355108716,9127.0664545359,8393.005590433
10.13_721.2655m/z,721.2655471267,1,10.1333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.0646887766,0,0,141804.13214111,0,0,0,0,0,0,0,0,0,0
19.44_328.8345m/z,328.8345368672,1,19.44,5438.6257800217,6661.6001139277,14239.9262052801,9622.51309204,14375.4078048542,15267.9922505278,12273.5004696176,10756.9735107423,8980.4855606023,13456.2500781886,12007.9810802344,7461.5131103547,6164.9879455567,17308.7497642201,15543.8288269038,4591.6875217276,8731.606079101,6774.9850158688,4815.701309204,14841.3862037623,13141.1564329299,12857.9841555379,13186.7910535789,14561.8725608617,9638.853603216,15538.6603351128,8352.4229736328,15988.0598625712,13663.2321708936,12234.5552276468,5570.2241476394,19521.1430385591,10627.5377895123,14593.9839806341,10015.9062708104,14827.8023510341,7924.2316796652
10.88_585.3808m/z,585.380849705,1,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637790.393523917,272861.319396981,0,0,0,0,0,0,0,1451.2510465231,0,0,0,0,0,0,0,0,0,0,0,0,0
10.91_421.1674m/z,421.16736315,1,10.9066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222712.5791937,3492.7611694333,0,0,0,0,0,0,0,0,0
4.41_331.0520m/z,331.0519652956,1,4.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616.2950958311,910.2297094276,0,0,0,0,445417.504211402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.71_403.1569m/z,403.1569110699,1,11.7066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335166.08037176,0,0,0,0,0,0,0,492.9768093451,0,0
19.31_310.7842m/z,310.7842498688,1,19.3066666667,36687.5517037881,39941.0262141251,36100.9158547333,38467.7364759703,31601.3456214332,33788.9453486838,24087.7836691815,28214.5776177927,21649.8369038719,25405.2182583289,27268.2181430446,25759.2681638009,27158.1804229858,25567.2038462077,24612.8038915913,21424.1925172063,25276.0541013398,28238.0496908169,25884.2326734662,30756.4332640615,33715.282998029,23973.5706557527,30883.4007078083,33392.3106108459,24788.0206680421,27276.7090551014,30461.6611991781,30863.1341853998,30670.738461465,27136.7539759189,31523.8081855981,35271.2279876183,30080.6804627944,25758.8384497972,30158.2643220458,25712.6527795411,24377.5355874451
19.45_343.8952m/z,343.8952489582,1,19.4533333333,74872.0704970465,79462.5602607741,64141.6297082904,56156.7389543369,60843.072082751,57054.5617857108,45238.5247501918,50229.9081011998,30864.9474510971,26635.8916518082,27740.5909631046,49152.8916451824,39143.8026528904,55344.6506926632,45310.7684888598,18443.0803022109,49102.414006253,57648.6997485498,32227.9509153156,49311.8131050138,72133.1643995059,41867.5657129372,52314.1077396624,59697.2622110201,39477.2106150487,69320.5395541751,38851.5039715999,66507.1142903894,57777.6485467242,39011.3143887054,52334.9110386248,48259.9498838704,34271.6816548299,53482.4870194493,41609.8742575017,32093.3264811535,43672.1539205005
12.19_297.2467m/z,297.2467469923,1,12.1866666667,860.4188519435,536.4939233961,1579.1408785124,0,0,0,0,0,0,0,0,0,0,0,1121.3296667808,2693.1805419926,0,3694.6206283199,0,0,0,0,0,486.3722929646,601.0908279485,0,0,928.5764034323,19774.4535522469,0,461.871459961,0,0,0,959182.919616204,11131.9030507951,13110.3948293535
10.08_413.1601m/z,413.1600956625,1,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9386794001,0,0,0,0,0,0,0,0,0,0,0,16380.3939208985,0,0,0,0,0,0,0,0,0,0
10.72_337.1674m/z,337.1674499597,1,10.72,8239.6390380864,0,8269.6903686524,2173.5796203614,5121.3657836914,2858.7010498045,6827.8731079096,1292.6461181642,2287.1743469236,3693.2603759769,1208.1082763673,2790.9502563473,1448.2342529297,1497.0251464843,0,0,596.7834472655,3614.2933959965,19084.0561828616,3417.0382995606,0,2556.503723144,1029.5114746095,1583.6326293944,1008.0823669433,0,183074.586764542,1197.5074005125,1567.5590820312,0,0,0,4655.8873138428,403.0736541747,4785.0850454572,3264.1164245609,510.1948852541
6.99_525.1434m/z,525.1433893317,1,6.9866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.7272800359,766923.263488763,0,0,0,0,0,0,0,1352.2469433134,0,0,0,0,0
9.45_265.1499m/z,265.1498934932,1,9.4533333333,53234.0244971283,20630.0969604218,137786.357678083,30756.7211914092,30136.4406127918,26573.212522081,23799.1350537596,30230.2235107388,28740.8465487671,23276.6477874572,36395.7101146959,42866.9502213209,30525.1972891401,36452.554480508,18403.7751807599,54289.7799569024,32508.5268554688,22833.7273538886,89594.6028442343,20020.3168845499,24213.2413926037,35809.0272827154,30191.1035482402,28933.9450988766,28746.0172729459,32479.4802246103,265203.328005857,28056.3093872079,20812.1961178066,45369.6738674432,26331.1809387213,25503.0886677838,39087.0138854984,31874.6731262198,36169.9535874564,39738.7150573724,48493.7455940765
2.17_395.1562m/z,395.1562313425,1,2.1733333333,0,0,0,0,0,0,44.5849909926,0,0,0,0,31028.5566406243,5141.0523071289,118753.824488917,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1059123935,0,0,0,0,35.1321482466,0,0,0,0
19.31_312.7820m/z,312.7819945803,1,19.3066666667,18894.0453652276,15871.9246338585,15290.3801269528,16048.5928436243,15858.1243135613,11292.0777893077,13760.5849103091,16530.7623794053,11047.8200419503,7279.6829716309,10136.6835564678,7401.7696533208,8530.9553833004,11054.2406288445,7288.9470431142,10618.4500420495,11247.677118284,14123.0530246161,12207.0576171879,13002.8836059558,13685.1326363053,10695.9353895611,9183.9221191397,14095.8137605455,14479.7639601553,12783.490971006,8478.6413269038,8602.4876358171,17566.2881754804,11426.8859563746,12415.881256104,12853.0071957542,10829.8846130368,5994.7046861271,12235.4779718287,8276.9668709173,7380.9812622069
19.17_195.8145m/z,195.8145396887,1,19.1733333333,2596.0200195315,3743.0805664059,11066.6349611525,10316.5760498044,5723.7224731447,3780.4363708496,4529.7678454452,1381.5635375975,1414.8398515398,633.4637145998,1619.0010375978,3567.931518555,918.2640380862,1082.0153808594,2942.1417236325,0,2050.3454589843,6909.5270292572,2252.0169553383,3940.1734924316,5873.8369418825,2830.6589508055,0,5301.6380492887,1519.4298095703,3818.3344116211,1718.5097045899,1311.6515502931,5962.2592971161,394.7519378662,2536.8466796878,5948.1836190756,1127.82421875,1502.416748047,2847.3085021972,604.4816436767,1751.6622924806
9.41_519.0748m/z,519.0747584974,1,9.4133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124326.045690135,23660.6193762502,0,0,0,0,0,28.0356823816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.05_548.0911m/z,548.0911132014,1,1.0533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235.9189453122,47741.3192748954,0,0,0,0,0,0,13.8426196614,0,0,0,0,0,0,0
11.71_600.3662m/z,600.366176479,1,11.7066666667,0,0,0,0,0,9435.9600219704,0,0,0,20810.3131713878,1120.1427001956,0,0,0,935067.895262664,1103429.01112586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.44_326.1903m/z,326.1903267324,1,14.44,795.9921875,0,0,0,586.3586425782,0,0,0,0,0,0,0,0,0,0,0,0,0,591.1258087159,942.4727478028,582.6388942805,0,1184.9258665354,0,711.4168701172,0,1837.9349975581,387.4229736328,0,0,0,0,0,0,0,786.6603088376,845.335723877
6.68_487.1351m/z,487.1351191052,1,6.68,152.9949037656,6.1195761437,0,0,0,0,0,0,0,0,0,12441.4807739262,0,12084.6762084963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7673.0422363288,54879.7360839874,487144.385220413
7.97_330.9817m/z,330.9817478501,1,7.9733333333,17536.0311054764,4335.3874511717,79182.3102204139,1515.4695434573,0,0,0,960.6448669433,0,0,0,0,0,3344.904296875,1876.2603530117,1548.3760375976,0,1026.5543823245,0,0,779.6036987305,0,0,0,936.8620300293,0,0,0,3266.9493327498,0,3750.2615051275,0,796.1218566892,0,0,0,0
19.17_197.8141m/z,197.8140925409,1,19.1733333333,3623.4578857422,4791.9493470623,18976.3169157738,14340.4365479678,7239.8697052009,6881.3787409192,6887.3972954868,226.8140426578,0,665.1783585572,0,2864.2499084472,2761.4391326905,1083.272502835,6193.215121901,0,0,14407.9050240593,3776.1420593258,4266.5492553712,9534.0387818295,2462.3586425779,1072.1235351562,8790.0451660157,1911.4771118165,4992.4273429669,3421.7940673834,3110.0416078973,8792.2586669925,782.1938396026,3103.1737060545,7880.9307463933,2021.188018799,2554.8652585404,4698.7157592779,2122.4177246095,1342.3872070313
11.84_297.2443m/z,297.2442862753,1,11.84,1275.0190090761,0,2047.3802071008,0,0,0,0,0,0,0,0,0,0,559.3682998652,0,0,1154.7041816319,743.8269882594,0,0,0,0,0,594099.994749583,43195.7807674078,7457.2013055774,0,0,6890.0128784185,0,0,0,0,0,67753.1955228483,0,0
11.91_629.3766m/z,629.3766176563,1,11.9066666667,0,0,0,0,0,1024.1397705081,0,0,0,0,0,0,0,0,929476.216041988,819399.414398029,0,0,0,0,3264.8257052722,0,0,3842.0160827231,0,0,0,0,0,0,0,0,0,0,8917.3583173491,0,0
