,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev1,Blank#2_Seg1Ev1,Blank#3_Seg1Ev1,Blank#4_Seg1Ev1,Blank#5_Seg1Ev1,Blank#6_Seg1Ev1,Blank#7_Seg1Ev1,Blank#8_Seg1Ev1,Blank#9_Seg1Ev1,Blank#10_Seg1Ev1,Blank#11_Seg1Ev1,cR8#1_Seg1Ev1,cR8m#1_Seg1Ev1,cR8w#1_Seg1Ev1,cR15#1_Seg1Ev1,cR15m#1_Seg1Ev1,cR15w#1_Seg1Ev1,cR26#1_Seg1Ev1,cR26m#1_Seg1Ev1,cR26w#1_Seg1Ev1,cR27#1_Seg1Ev1,cR27m#1_Seg1Ev1,cR27w#1_Seg1Ev1,cR36-2#1_Seg1Ev1,cR36-2m#1_Seg1Ev1,cR36-2w#1_Seg1Ev1,cR41m#1_Seg1Ev1,cR41w#1_Seg1Ev1,cR44#1_Seg1Ev1,cR44m#1_Seg1Ev1,cR44w#1_Seg1Ev1,cR59#1_Seg1Ev1,cR59m#1_Seg1Ev1,cR59w#1_Seg1Ev1,cR72#1_Seg1Ev1,cR72m#1_Seg1Ev1,cR72w#1_Seg1Ev1
1.04_362.6034m/z,362.603383,1,1.04,0,0,0,0,0,0,0,0,0,0,0,561.4928589,1549.681763,685.4215393,0,0,11419.01591,12921.62767,0,26889.86431,0,0,0,3296.480834,1152.309631,9406.261945,2275.389191,16996.80107,51085.76481,25891.36033,53042.30882,442.4239651,0,2909.972869,323.3806305,2040.815002,13859.57335
6.05_397.1560m/z,397.1560057,1,6.053333333,0,0,0,0,0,0,0,0,0,0,0,2775.956696,8954.398018,5605.429382,76508.03101,86222.44393,32500.40506,0,0,0,0,486.4145327,0,558.8521729,0,0,619.2593994,710.2611694,58136.07413,11618.5948,16151.15418,13193.4724,0,2243.09282,23031.55347,9156.86026,12325.92229
7.67_381.1367m/z,381.1366649,1,7.666666667,0,0,0,0,0,0,0,0,0,0,0,17504.47385,5469.219029,11141.14553,79079.98049,69508.54993,27949.32146,0,762.6645813,717.1891785,0,0,0,77318.41634,8313.715906,0,13428.75356,0,424389.6845,502649.7046,30885.76945,0,1101.428711,0,32493.5,38560.2808,5526.267029
15.47_383.3685m/z,383.3685126,1,15.46666667,0,0,0,0,0,0,0,0,0,0,0,78174.30613,1774.576068,0,13133.4472,673.8516846,0,122934.8451,33756.96592,4612.358124,12032.44028,0,0,45060.59568,2402.218353,0,7343.123897,0,138230.8183,24425.07797,0,21278.7037,585.4500427,993.0606384,36428.20133,3077.523352,0
11.89_324.2883m/z,324.2883417,1,11.89333333,0,0,6570.32425,0,0,0,0,0,0,0,0,37657.76821,627.0822449,0,86326.77401,23685.89178,0,242599.1929,21622.76173,0,0,973.6806335,1019.112518,96994.25679,14444.90399,28514.52536,44941.04913,0,418801.5386,19920.82283,0,40984.47795,5556.29689,1455.759583,397102.251,54940.53438,2771.289246
1.36_393.9870m/z,393.9869978,1,1.36,28.93449238,6.429889966,10.85245042,0.477249317,0,0,0,0,0,0,0,7929.987918,9770.443337,3509.587777,717.6928806,27888.71744,37919.41055,4117.576297,13468.51392,63799.314,66.02106931,0,1781.2571,0,0,23354.2711,10334.06534,1526.862002,540.2838953,0,31327.85144,0,11108.79281,0,106.5203941,19666.63583,5726.023189
5.99_453.1048m/z,453.1048392,1,5.986666667,0,0,0,0,0,0,0,0,0,0,0,2071.084137,0,540.4150081,4865.650107,4418.869762,0,0,0,0,669332.4196,732521.7305,676772.0222,0,0,0,27539.8924,13913.75565,4732.411474,5720.552231,5886.202136,4143.390815,4070.986025,12675.16282,29641.92027,38150.23047,10733.11204
3.64_437.1366m/z,437.1366122,1,3.64,0,0,0,0,0,0,0,0,0,0,0,693.2925415,2796.65929,8240.75985,16481.63756,6893.492125,2343.915009,411960.4007,510275.2338,0,1179.874908,4230.863245,13953.71452,18921.09857,24169.37135,10791.06075,0,21016.95495,0,0,0,0,0,916.6171142,3277.935678,1859.962873,1512.428852
5.33_407.2344m/z,407.2344376,1,5.333333333,0,0,0,0,0,0,0,0,0,0,0,10056.49317,1523.779266,2156.162567,21664.38205,3929.079346,0,0,0,0,136115.6503,189964.9412,289458.1775,362.2898102,584.3954163,0,3587.923096,7076.363304,0,1821.363342,0,12130.573,0,9022.54837,2151.436817,7728.801159,24334.17426
18.37_615.5036m/z,615.5036404,1,18.37333333,0,0,0,0,0,0,0,0,0,0,0,59108.47779,0,3086.061829,0,1197.430176,0,91897.21087,0,60500.02664,24843.25149,0,0,599300.4236,16019.66383,322569.6708,463.6240845,1433.267029,7211.53656,0,0,483933.0134,15991.19848,11113.89963,79246.72824,19337.27541,30659.94017
4.11_441.2086m/z,441.2085636,1,4.106666667,0,0,0,0,0,0,0,0,0,0,0,526.7755127,1937.39389,8734.215481,3811.043359,14442.52569,0,279260.0335,273903.7832,0,22807.49524,70696.39507,127018.6192,2027.000305,1102.854248,0,18364.64139,9360.296219,0,0,0,1396.7388,0,609.0522156,0,6169.089371,21190.40753
6.20_383.1428m/z,383.1428336,1,6.2,0,0,0,0,0,0,0,0,0,0,0,781.2566833,652.901062,2043.635315,262032.4257,222840.0396,46266.92206,0,0,0,3319.594177,0,0,6924.39229,0,0,17685.15775,18351.47447,0,894.702774,1771.024837,4939.687317,646.2072449,1048.860626,19217.51032,36352.67642,26254.66647
6.88_331.1482m/z,331.148151,1,6.88,0,0,0,0,0,0,0,0,0,0,0,11909.81496,1724.729134,10395.69576,21446.41058,15824.52803,2489.960083,0,0,0,0,0,0,198992.2165,139163.8007,4276.776672,0,626.2456665,11913.01492,707.2224731,14680.8981,388.8221588,0,637.3768921,13785.42577,644.1851196,1109.843872
5.59_389.2110m/z,389.2109879,1,5.586666667,0,0,0,0,0,0,0,0,0,0,0,2077.407799,1085.034256,708.6453552,750.9614563,4389.465012,0,0,0,0,574.7041931,0,943.3417816,0,700.9769897,0,65033.29124,75480.03969,7898.154095,0,298.4694824,2233.280029,719.6091919,686.2085266,31261.57245,3964.981873,14701.95532
5.07_220.1307m/z,220.1306752,1,5.066666667,0,0,0,0,0,0,0,0,0,0,0,166306.5338,262125.5901,340276.1743,0,6972.315022,5656.242362,0,1864.365784,5164.908308,0,0,316.820343,0,0,0,3140.045242,5095.134828,1877.741986,679.7821134,975.1192054,3391.082528,2364.956427,5557.588905,0,7091.599909,1538.772379
3.88_424.1743m/z,424.1742812,1,3.88,0,0,0,0,0,0,0,0,0,0,0,1771.000885,2298.295554,18607.34634,214995.1035,188322.9007,104036.1087,40504.19241,1600.402405,0,3467.495758,3039.649765,12600.87175,1044.371948,0,725.5905151,278.1350098,571.9336548,0,0,0,23177.2843,1144.693848,16876.86136,0,0,6895.882072
4.37_263.1286m/z,263.1285569,1,4.373333333,0,0,0,0,0,0,0,0,0,0,0,77042.00708,49885.96905,110430.985,2471.992512,421.904068,308.5653992,0,0,746.0668945,2093.710785,2614.691015,5338.57132,0,0,484.9590454,16892.96751,18846.69134,0,0,1736.397186,3229.53344,0,3029.931778,0,278.9319763,1588.53511
1.61_144.1021m/z,144.102094,1,1.613333333,0,0,0,0,0,0,0,0,0,0,0,36518.64462,467.9160004,12657.71995,8412.858599,0,473.463913,10064.08641,0,0,7222.455724,40067.03287,57165.31509,0,0,0,570694.1691,550797.6143,9185.129829,0,338.0806274,23211.55656,60303.84575,90401.31119,12784.71519,0,1592.478394
3.55_252.1332m/z,252.1331816,1,3.546666667,0,0,0,0,0,0,0,0,0,0,0,7314.097137,1588.353607,25489.05772,0,346.8221283,0,23094.70105,12306.53294,0,7002.505524,10839.90176,52053.8119,0,0,0,62916.14431,121447.8102,406.1701828,0,0,227.0765517,1185.070831,59709.79598,2461.868713,414.3971405,1992.306702
6.33_271.0651m/z,271.0651035,1,6.333333333,0,0,0,0,0,0,0,0,0,0,0,1882.268184,0,435.5798645,41691.66166,40495.31033,338.6767967,0,864.9999199,0,0,0,0,63474.81667,31602.93625,0,228546.0638,122446.6551,7516.742608,2350.34514,1172.154236,3860.033097,2543.523816,3895.930927,7871.664501,2385.694913,0
8.85_351.1262m/z,351.1261531,1,8.853333333,0,0,0,0,0,0,0,0,0,0,0,10258.54264,0,816.5391846,47491.89469,18043.1349,0,693.5946655,0,818.3791504,0,982.22289,0,19827.85583,26520.22186,0,243345.1993,37265.53046,4133.545105,0,0,2014.412811,422.9655151,1180.007874,5298.700989,698.2434387,1316.949829
6.87_407.2565m/z,407.2564606,1,6.866666667,0,0,0,0,0,0,0,0,0,0,0,70952.57158,4591.257584,5739.694534,16481.09944,16859.40875,1013.091766,0,0,0,2517.190948,896.323349,656.9037476,150654.6811,272027.5089,81138.82635,0,0,0,0,0,5318784.049,609009.6035,902134.1382,6858.879684,2841.163422,30272.73097
11.33_319.2206m/z,319.2206414,1,11.33333333,0,0,2340.264496,0,0,0,0,0,0,0,0,335830.1365,107968.581,0,31922.93177,6823.937943,0,39310.20321,5915.166412,1488.469482,0,0,0,826164.2864,663265.3104,284475.8521,97878.65638,0,140164.1542,111472.3885,25829.20301,10880.67486,4245.159134,0,392670.8516,63317.72621,25126.48553
6.87_229.1259m/z,229.1258552,1,6.866666667,3717.716675,0,15810.2285,2237.941071,0,0,0,573.6278076,1130.40947,677.8773193,576.6318207,18377.58649,19152.12782,26994.41943,36133.94328,31619.52177,13602.98828,6865.894714,14998.26764,3770.419617,3476.023592,12093.43616,16713.21481,1143.909576,4245.971344,0,7290.706528,1782.023834,19342.74907,13739.86328,12093.38184,122620.3989,130162.3718,115803.3685,22745.44289,27431.26462,39066.8831
5.79_479.0858m/z,479.0857721,1,5.786666667,0,0,0,0,0,0,0,0,0,0,0,572.8271484,1580.187622,1435.592773,54876.77826,56315.99188,122122.2116,0,0,0,0,2570.275273,7596.221543,29803.51587,0,0,2285.055023,2553.34079,258935.8846,186697.2067,287652.1063,1011.689791,0,21853.69339,1906740.444,2491762.549,1875875.94
0.96_192.0613m/z,192.0612824,1,0.96,0,5079.725388,0,0,0,1106.53006,0,1251.316483,1442.703186,2049.56601,1482.803185,6374.197762,1900.163078,1928.993347,40116.38579,21319.32444,38016.93007,17973.32976,1938.769134,2198.769075,5674.929062,5182.809628,6188.003389,9778.439774,0,2671.4133,9108.219781,8791.389148,12179.40463,8362.728119,11071.88092,1788.93219,1430.548645,4383.966095,2804.067291,2577.295921,1773.468277
1.47_375.9965m/z,375.9965222,1,1.466666667,0,0,0,0,0,0,0,0,0,0,0,7805.663992,16891.48558,8933.223771,5234.700775,20528.75805,25579.25679,3477.888702,15821.31195,15582.23441,0,0,2096.806218,0,0,3169.009827,9846.011796,15058.23157,2268.262482,0,0,0,0,0,9298.436218,4291.74006,4002.712183
6.16_463.0909m/z,463.0908612,1,6.16,0,0,0,0,365.1732186,0,0,0,0,0,0,26822.80891,33976.27654,46348.41581,141066.2683,91980.49919,10857.84807,0,0,0,0,2062.305198,0,246622.5523,69664.94236,0,3905.935329,864.4017639,1556931.552,1149887.502,1581567.333,400.9507432,0,501.5932465,524948.3037,733196.1503,535582.7288
4.00_169.0647m/z,169.0646699,1,4,0,0,0,0,0,0,0,0,0,0,0,3296.712265,2254.976166,1711.929085,17576.68619,21380.16593,6926.595856,1126.940063,0,0,0,0,0,7439.653198,5322.63385,4287.842438,4001.289879,4668.330734,8943.667966,0,3407.136536,0,0,0,24049.71683,12229.70712,9639.233475
3.83_227.1113m/z,227.1112978,1,3.826666667,0,0,0,0,0,0,0,0,0,0,0,1573.120575,850.0516434,7443.900598,2569.686563,2637.164856,0,0,0,0,3651.975143,9336.933334,16913.59255,2842.859051,0,4178.401962,9669.840833,8950.042055,0,725.2330322,2551.867645,1877.477804,0,5176.165451,6322.352925,0,0
4.47_235.1421m/z,235.1421271,1,4.466666667,1916.461655,727.915802,1003.079773,2195.769012,1727.234512,0,0,1240.1866,0,1313.966064,437.9206238,134208.1103,77348.56385,164667.4345,34176.57961,83820.13422,3381.593279,0,1760.12615,4489.929825,24859.71744,44794.07071,55455.16173,3995.511142,2394.423523,1470.918152,740969.4038,825388.6334,349237.1164,383596.0508,237462.8336,20770.3072,1296.057037,5519.595581,89556.94449,51316.91203,27492.42718
1.07_211.0673m/z,211.0673485,1,1.066666667,0,0,0,0,0,0,0,0,0,0,0,7580.491575,5634.954418,8173.241287,3101.529724,3002.360413,2679.055826,0,0,0,20228.63074,39322.56858,28625.49911,0,0,0,38477.24731,43317.60404,0,0,0,33277.29171,49112.09714,31255.60847,12426.81997,6844.130489,8108.417095
8.53_231.1353m/z,231.1353317,1,8.533333333,0,0,0,0,0,0,0,0,0,0,0,6242.129054,17194.53239,4879.880798,985.7612762,1079.631913,0,0,0,0,627.9578064,0,0,3199.903854,1005.978333,0,6726.513415,604.3086548,4665.580199,613.0072021,557.6049347,1216077.597,1116523.767,1042656.685,37045.03518,11864.59366,0
11.21_411.1044m/z,411.1043899,1,11.21333333,28238.3075,4949.753479,73224.53193,1641.223175,911.1592407,0,3036.60675,3046.93503,3321.421234,2460.343545,3778.000275,0,0,0,1722.074269,1105.665912,2232.176514,0,0,0,690.1476746,724.6389771,0,612.5176324,0,0,0,0,0,1429.032104,1432.329163,0,0,0,909.4043481,0,0
1.59_379.0369m/z,379.0369164,1,1.586666667,0,530.4278481,0,0,0,0,0,1754.043735,0,0,0,71062.57463,0,682.4959071,3754.032371,611.3034363,1037.368317,1927.092329,0,0,13753.22348,2409.196655,81.6829174,1268.74171,1058.921509,0,0,352.7892022,2177.473724,696.0961609,28952.20588,25400.76324,13294.16092,12053.7569,20343.29047,13941.49548,8224.987366
1.56_424.1469m/z,424.146851,1,1.56,0,0,0,0,0,0,0,0,0,0,0,1102.572678,0,10764.02652,7643.397903,94681.73273,65477.06418,5963.037537,17374.22278,78665.50665,0,0,4777.059448,0,0,24035.15805,10823.97137,33704.43222,3049.002388,0,0,0,0,1827.774323,4576.979492,8650.512177,50377.77988
17.17_341.3526m/z,341.3526352,1,17.17333333,24678.19964,15164.03856,928.47995,1576.817596,1101.214905,1142.285217,1594.208313,2946.822938,3550.670044,3998.468231,5147.948822,392.1602325,1776.14282,0,3330.881958,1272.550181,0,0,811.7388806,536.1274365,0,0,0,1027.680145,1361.961809,0,0,0,0,0,0,714.5988822,0,0,428.4844666,1673.848641,0
4.83_336.1767m/z,336.1766898,1,4.826666667,0,0,0,0,0,0,0,0,0,0,0,31974.07439,2563.350921,20202.29861,28420.69139,33489.6205,4416.203617,0,0,0,1718.025665,10051.11661,15276.26093,0,0,0,579.0753174,1745.745499,511.8031616,0,0,11292.13651,0,4666.978088,3086.092743,3353.654053,5429.655772
5.19_405.1669m/z,405.1668746,1,5.186666667,0,0,0,0,0,0,0,0,0,0,0,3364.897509,23244.45203,16287.10566,1337.536987,887.6521144,0,0,0,0,0,0,2000.067169,680.6730928,674.4411926,3050.84613,2045.115521,6876.34243,483.8551636,1520.663147,0,8815.471797,0,0,2303.990845,601.2037354,7321.701157
5.08_399.1650m/z,399.1650217,1,5.08,0,0,0,0,0,0,0,0,0,0,0,3290.629776,0,2354.064407,11107.29626,2458.53653,1104.074432,0,0,0,0,0,2519.533234,866.7524109,0,0,1928.784439,2106.965225,19525.40545,20793.93259,7853.251038,8499.714547,0,3945.050723,31058.25601,27462.38419,21735.92634
4.53_423.1864m/z,423.1863823,1,4.533333333,0,0,0,0,0,0,0,0,0,0,0,1374.275665,0,3075.16684,13694.56083,6313.749344,256.3864746,0,0,0,11261.90012,10619.18011,29079.00499,13904.23204,0,7075.559692,7707.974423,22225.08968,0,0,0,43616.36564,0,19242.11429,1089.727509,8082.831863,42806.26483
0.96_175.3394m/z,175.3394325,1,0.96,0,0,0,0,0,0,0,0,0,0,0,1223.382751,2462.528919,2295.357582,0,0,0,0,0,977.4838867,11280.82982,8843.705811,14714.55903,827.2072449,7281.95141,8891.567627,2325.941056,1101.871277,0,0,0,11690.19641,21079.09161,8995.381461,388.0522161,0,489.5982971
4.56_267.0999m/z,267.0999327,1,4.56,0,0,0,0,0,0,0,0,0,0,0,7045.894974,6838.673599,19701.12411,3162.070282,1512.037384,0,0,0,13557.74557,33651.2419,25277.96194,36802.54618,0,0,3776.373871,7175.641968,8043.32992,104345.2743,0,0,1643.192139,0,19501.95783,356646.6581,4261.355415,6142.717941
8.89_335.1853m/z,335.1852995,1,8.893333333,0,0,0,0,0,0,0,0,0,0,0,4850.456429,0,643.365448,10720.24014,22720.02822,0,822.4016724,0,0,0,2382.675797,0,0,0,0,378.8207254,1653.564915,11387.09598,5830.906167,2765.462142,9397.308232,1581.312005,2882.068787,26344.50768,24061.86597,15245.58105
5.04_328.1795m/z,328.17952,1,5.04,0,0,0,0,0,0,0,0,0,0,0,145755.947,82285.82841,156931.4995,0,1143.064758,0,0,0,32534.71761,34259.47363,37584.17747,95407.94696,4855.560593,0,0,4686.708916,12931.53477,0,0,8267.557255,1987.64093,0,19047.08237,7682.683975,2818.053238,53825.34016
6.83_204.1366m/z,204.136562,1,6.826666667,0,0,0,0,0,421.9526367,0,0,0,0,0,43037.39457,8380.523941,12267.99252,8365.270746,13065.06993,2958.679504,0,0,0,45195.19977,391.4004364,0,9642.263453,4526.963403,0,0,0,4290.569092,1937.835678,965.9622498,1354044.643,144871.8407,111648.3872,16510.49347,530.699295,1201.425491
4.72_324.1691m/z,324.1691339,1,4.72,0,0,0,0,0,0,0,0,0,0,0,119860.7472,1110.586853,13683.52473,461.4604187,2292.228239,0,0,0,0,1532.670532,4440.693726,7000.711441,2553.792854,0,0,3781.703505,2424.45018,0,0,1205.528962,5179.841719,0,2111.585052,1663.412369,857.8635406,10861.26927
3.75_379.0526m/z,379.0525532,1,3.746666667,0,0,0,0,0,0,0,0,0,0,0,196512.6407,3466.945663,22229.84647,420336.9455,0,0,4231.939331,64435.41962,0,190509.5659,94186.80731,114284.66,0,0,0,3981.592056,8172.048157,42581.61041,0,0,11925.92432,0,10452.66605,220146.6466,4642.647202,6180.349055
6.28_345.1343m/z,345.1342692,1,6.28,0,0,0,0,0,0,0,0,0,0,0,36791.71672,19806.91185,30995.53073,51691.30866,38097.40844,0,0,0,0,8877.272611,8889.733643,4418.686737,904.6964417,0,0,0,2600.576233,558.06427,0,0,41824.00532,21428.46929,34957.16252,4467.638689,1687.37146,1075.359802
5.59_503.2211m/z,503.2210923,1,5.586666667,0,0,0,0,0,0,0,0,0,0,0,11234.46762,6038.683044,19437.86101,0,481.4712219,0,0,0,0,0,1680.00827,6246.165131,0,14482.7993,8877.815918,64505.32239,13585.48658,451.2767944,975.4204244,0,14561.31049,1419.071381,12618.30246,1447.743866,0,2326.508423
8.21_245.0813m/z,245.0812742,1,8.213333333,0,0,0,0,0,0,0,0,0,0,0,10466.98123,20644.23096,22630.57071,6389.140088,8165.403899,424.0520477,0,0,0,0,0,0,9838.952494,1675.703354,0,0,0,247914.6643,152986.812,35791.51614,14521.13467,11359.17186,3149.032257,99873.20349,81047.79344,27056.96552
1.61_168.0681m/z,168.068135,1,1.613333333,0,0,0,0,0,0,0,0,0,0,0,18292.34646,19514.93832,62165.00715,542.7153931,10571.08375,3737.749252,0,0,875.2932739,0,10616.08646,28152.59603,0,0,4512.596253,0,593.1070557,0,0,1496.631165,1404.853622,8833.436417,41899.37718,0,2892.206469,12024.72598
6.05_517.1366m/z,517.1365984,1,6.053333333,0,0,0,0,0,0,0,0,0,0,0,16163.31417,21885.82255,9710.382507,0,2179.560258,8721.200085,0,0,0,127687.0537,136165.2912,108450.6441,819.7293624,0,0,177253.8213,32989.20563,0,0,0,71734.17663,64424.69364,2206.322463,34131.18931,35034.66911,1432.161194
6.08_344.2476m/z,344.2476243,1,6.08,0,0,0,0,0,0,0,0,0,0,0,8934.022205,4591.71254,9596.346188,9436.125671,25692.45717,848.379364,0,0,0,18411.50697,18173.92809,34548.78866,373.062851,0,0,0,1387.021545,750.1100904,0,0,38573.64873,611.8888855,28912.79174,2406.136606,0,11496.8289
4.15_398.1832m/z,398.1832214,1,4.146666667,0,0,0,0,0,0,0,0,0,0,0,6215.334147,31098.96061,17309.43698,0,5015.877589,2343.943832,0,0,1393.840851,41658.39153,33715.07173,71537.6903,0,0,0,71067.05437,107756.2499,0,0,515.1489868,15013.53199,0,4311.238493,1977.597543,1699.389006,3267.743584
14.71_570.5127m/z,570.5127148,1,14.70666667,0,0,0,0,0,0,0,0,0,0,0,481696.5086,128227.316,17414.48453,168204.7884,153444.804,0,0,0,0,444.4252319,0,0,13571.77596,3941.122528,0,11883.81619,0,408574.1025,209655.2815,0,144613.7101,66965.62006,23744.83594,424604.008,257622.0029,20283.69072
7.40_357.1391m/z,357.1390599,1,7.4,0,0,0,0,0,0,0,0,0,0,0,18762.92841,12667.77661,8764.897339,28523.24211,19772.60312,0,1526.066605,0,0,0,0,0,348198.3626,226311.2877,0,38280.57523,4360.330872,13480.68529,2209.721863,0,3896.978417,2547.472778,7596.025604,1618.903148,0,1342.884338
5.97_375.1374m/z,375.1373919,1,5.973333333,0,0,0,0,0,0,0,0,0,0,0,120905.9653,130254.4988,159707.6016,15090.26028,13965.5066,1141.17825,0,0,0,17845.80469,10844.54878,9484.608612,0,0,0,12887.85648,14048.44624,0,0,1030.230072,6813.900772,0,4506.258457,1343.701538,1151.664749,17388.41626
4.09_417.1281m/z,417.1280744,1,4.093333333,0,0,0,0,0,0,0,0,0,0,0,62560.1515,57226.59804,44419.08624,6782.210571,7716.511414,0,0,2064.19928,0,1419.637192,8478.888652,24062.033,0,0,825.2755127,1901.207001,1394.679352,503.4586639,0,1013.949066,0,0,16837.63646,1241.626953,0,8533.320877
6.23_380.2049m/z,380.2049397,1,6.226666667,0,0,0,0,0,0,0,0,0,0,0,9049.610657,473.8861237,5179.984423,1131.889084,2506.745685,0,0,0,0,652.713501,1983.334457,4011.595642,0,3782.347165,0,7260.793961,14172.09906,647.9767456,0,0,222621.649,17011.77342,33146.51123,1338.687897,0,2582.139771
5.88_322.1480m/z,322.1479745,1,5.88,0,0,0,0,0,0,0,0,0,0,0,16935.71714,13974.52892,15792.0182,437.2790531,0,0,0,0,0,0,0,0,11293.01719,34269.3314,2046.145905,78659.48719,105227.9694,2710.193604,5596.445412,7261.476654,6002.556766,697.1031189,561.571991,2217.818826,10011.53652,0
6.61_257.0775m/z,257.0775069,1,6.613333333,0,0,0,0,0,0,0,0,0,0,0,1924.233583,860.3471222,3832.809401,7742.072515,2285.397614,0,790.0070347,0,0,6514.853859,7086.145343,5343.516228,12643.84458,1464.651592,0,2548109.225,2254732.371,0,199.7875366,0,6257.362244,1261.510025,2109.86615,0,388.6779818,0
5.64_405.2053m/z,405.2053037,1,5.64,0,0,0,0,0,0,0,0,0,0,0,679.5423279,551.0192566,715.6834412,0,643.5958557,0,0,0,0,26746.62439,30781.83051,46619.36609,0,0,0,12978.13956,9696.282654,2582.53566,3013.071106,2652.565933,31364.92064,0,938.526825,7212.817398,35412.75797,53421.40981
13.43_209.1643m/z,209.1642695,1,13.42666667,0,0,625.4042664,1142.639077,2684.530731,586.9614497,1911.395477,1479.100037,1346.446609,1095.462189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.7447803,6751.254518,2951.716263,0
5.95_357.1245m/z,357.1244971,1,5.946666667,0,0,0,0,0,0,0,0,0,0,0,51159.44036,59199.83086,67257.85046,7335.116902,2592.381927,772.2185059,0,0,0,0,415.3005981,0,2481.051521,0,0,7804.56424,4614.484009,4510.058411,1180.93576,596.700119,13098.98173,661.7121582,3203.952881,31312.97916,0,0
11.36_261.1515m/z,261.1515043,1,11.36,0,0,0,0,0,0,0,0,0,0,666.689209,17592.10863,363145.4144,496.4691162,2677.939224,1799.792435,0,0,0,0,0,2601.24292,240.2471924,122036.4807,56097.79446,22530.92334,0,0,4806.321564,6229.653641,609.0704346,2131.928009,5813.27507,789.3941956,44342.88609,1870.77066,823.3855286
1.45_465.2103m/z,465.2103056,1,1.453333333,0,0,0,0,0,0,0,0,0,0,0,529.6743317,0,5893.280564,3270.1651,112121.4694,116722.6925,23053.59573,0,0,0,0,0,27158.28961,284664.5171,451943.7553,951.8170471,10058.60914,48521.92173,257757.1712,666839.6847,0,0,0,2080.195908,19539.34088,31345.9915
6.24_309.1262m/z,309.1261726,1,6.24,0,0,0,0,0,0,0,0,0,0,0,130346.3651,113418.0765,129464.693,3869.808022,3511.833679,989.3069305,0,0,0,0,0,0,22768.90446,23883.09887,425.1129456,2565.543686,8201.088335,1739.868561,0,0,23426.54226,18082.25095,4973.727142,503.1583252,0,2113.469818
1.36_163.0579m/z,163.0579423,1,1.36,0,0,0,0,0,0,0,0,0,0,0,21290.9214,321.6122742,0,16001.98618,401.1968665,0,54152.84803,0,0,11186.63111,10824.67647,31723.23541,1786.131706,0,0,868.7472534,1089.205316,60602.12238,0,0,7875.754193,2372.661865,15513.39238,23349.8016,0,704.668045
4.85_369.1503m/z,369.1502541,1,4.853333333,0,0,0,0,0,0,0,0,0,0,0,30282.56785,24222.48514,18703.30584,3148.772675,3729.02774,0,0,0,0,0,719.098053,4098.103806,0,0,0,0,1288.393921,330880.4118,567569.9506,99531.38157,63072.38803,40377.26722,64435.91937,10780.07889,7091.098846,20877.52641
5.37_441.2196m/z,441.2196428,1,5.373333333,0,0,0,0,0,0,0,0,0,0,0,1590.178635,0,3486.043416,2102.520939,4808.804118,11246.31326,0,0,0,79370.35025,101893.6231,213452.8263,861.8852824,0,0,4021.915115,9419.989481,0,835.2160645,607.4642029,1029.618958,0,665.305481,14614.03405,42923.40968,7360.609241
10.95_263.2338m/z,263.2338417,1,10.94666667,0,0,0,0,0,0,0,0,0,0,0,25046.41207,18642.26211,0,940.9880829,495.4351067,0,3843.867065,13759.10459,1117.891541,0,539.0179443,0,38096.9214,45166.90637,7003.597687,546.4915009,0,7324.928116,606.8952026,0,302.6684837,32581.89352,0,9655.507446,1315.754344,0
2.08_289.1300m/z,289.1300333,1,2.08,0,0,0,0,0,0,0,0,0,0,0,4653.263537,2590.416443,64941.3748,605.9172363,3826.143158,900.5694275,0,0,0,747.0908203,80464.31706,239451.3393,0,0,0,44302.26349,52939.76199,0,0,725.0536499,7282.398742,43361.47798,183925.9023,0,12130.25434,36581.40321
6.76_441.1864m/z,441.186365,1,6.76,0,0,0,0,0,0,0,0,0,0,0,5337.841156,1341.01532,5854.360798,306928.1975,432655.7028,101935.4557,40946.20217,21157.21869,7143.267456,0,0,0,1640.228496,1320.344788,0,0,0,5734.916138,0,759.8916016,779.8652649,0,3629.730515,13094.44032,21030.89575,66424.5791
5.08_423.1054m/z,423.1054084,1,5.08,0,0,0,0,0,0,0,0,0,0,0,1617.733765,0,2876.710556,273425.8371,246827.7689,105067.4316,0,0,0,893.5610352,636.6154175,2449.702621,0,0,0,2052.136169,2975.868652,26791.77295,9829.594971,52163.28503,98171.43241,0,13828.40432,0,22424.19415,20858.40111
