,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
10.25_391.2669m/z,391.2669321374,1,10.2498166667,0,5153.0980161252,20.0924825169,0,55958.8004149523,31975.9066131872,5961.591806693,434422.097622573,9191.4627764484,0,124354.660935243,22887.5359128766,0,14236.1086578017,6869.7230735083,730.1985825394,70260.8928765135,885.8130682379,0,179844.997500058,0,7580.1769276706,0,798.6601867676,2012.8127803174,9630.6241833693,18091.2874299184,0,0,0
19.75_117.0376m/z,117.0376210355,1,19.7545,194718.422133813,661034.898032335,964262.883216649,936832.742633543,613419.216384127,945829.511181898,940833.265573157,630901.800851702,893060.581167084,1008173.64356774,661214.272017835,1001404.43162169,803275.600568638,637828.420656212,986120.334453988,830636.540738947,610618.398917973,952657.57345833,842243.923502086,990946.641869149,845289.943517369,650890.040119698,969525.679814263,846219.127779906,619584.34110544,956662.22787621,899867.009350112,627155.517247668,987727.217395902,973730.197778093
15.85_285.2964m/z,285.2964088089,1,15.8531166667,474089.67064913,20100.0810892399,12831.0852716369,11179.2321611436,664127.681961445,1757.0313355736,3806.318699763,952882.4619137,1369.9580064433,3848.9331151664,78627.7137343707,4177.2831652149,2263.4775030905,12987.8453456932,737.6444106901,5038.7261537879,480897.510062731,0,3196.1658888683,3584.5197052028,6450.6300502992,323449.179157313,4511.102966484,3253.3607456466,137980.309696695,1360.9573847178,12694.7841858255,240237.861277144,583.309963975,7349.9287846289
13.37_122.9002m/z,122.9001871797,1,13.3699666667,3502.5658228882,0,0,0,6623.2321977959,0,5065.8471385829,1569.0018417423,0,7552.3109735867,1985.6609851138,0,2286.8301061266,29208.9160156264,0,0,26494.5923234994,0,970.0575347678,0,0,1911.5354036419,21183.3715820308,0,3581.6831150736,14013.5906635334,1065.4136387832,0,10105.9372748606,2048.4204578508
15.11_667.5808m/z,667.580760238,1,15.11075,92983.8160079937,104861.117022214,15266.384020275,14366.5448645659,116137.088924629,6131.0309048624,2226.9121913762,17300.0384645677,13088.1480195254,0,241103.966097511,16164.8598949205,29234.6174581388,1454.6156675711,267.7197905647,6799.9557239897,2043517.83474316,64388.8932708451,59343.5107922909,30903.1692813332,0,5123.9099147809,0,1762.6247396409,219534.624881921,5480.770322135,5591.1359906593,261847.302719646,1423.1917731524,24452.5183403242
12.61_542.3808m/z,542.380835484,1,12.6119166667,47.5594875919,3622.1300814309,136.3189081997,8776.0443002273,820243.134989871,122371.92672396,6.7404422303,854145.491123717,600134.523060867,2.3487568811,695897.843916918,977455.544568904,1420.2191129775,1323774.92977299,1450664.18594792,4187.3636676514,8104788.33276951,4554958.87168995,0,58080.6494366673,72.173691846,43908.2592843568,117774.882556929,946.7729161422,173957.154645209,56488.4603710784,565.1151081203,860677.238779569,274015.305723716,3305.6326492065
18.25_102.1000m/z,102.1000000698,1,18.254,63476.8842773438,0,486.4036560058,0,0,0,0,0,0,0,0,1602.3989257813,0,0,0,0,0,0,0,0,395.2730712891,0,0,367.6231038315,0,1293.1818847657,677.2172241211,0,1533.2576726011,0
9.32_357.1648m/z,357.1648381162,1,9.31605,58281.7921976285,18689.8922689662,16030.7205988438,24386.4211360599,20160.6544562735,7716.1245169857,14008.4667483832,549.0500052208,1495.9579593198,8449.0156559403,8863.3512225073,4347.8752157634,16306.9563653881,11826.2425470214,17606.1922684797,7304.4852953296,29580.6000468157,11011.9819228067,2347.2811565098,6912061.51953115,523755.023404161,12703.447707172,6720.6663860427,4507.0500129527,0,1426.1816767768,0,23377.4600141051,14754.1949456198,21761.4623886106
14.34_223.0778m/z,223.0777850636,1,14.3368,14372.7668850002,195964.640440519,301222.275013823,427225.540026569,165697.392944335,80084.693654502,114594.010221734,33209.6951293944,17685.5071317586,126205.753351864,31695.2991010076,142318.714345264,36896.0670894887,9901.3116459636,129377.791361969,61802.3529163222,16735.3738362633,116686.424347377,68772.4693700743,104184.632792822,56450.8785071529,0,44682.7780464418,81001.777169212,172730.000529661,74877.0831576234,120672.41480328,104550.365348991,41344.0615968554,153895.45242113
5.93_518.2670m/z,518.2670003848,1,5.93285,1096.2604390394,0,0,1278.4096556361,33766.6073712758,29469.1133684765,57087.2788053131,2405.5323761004,20922.2941433504,41861.4647031121,547.0485130173,0,0,46517.2026800517,60559.3430774909,13398.1324489982,0,0,0,1006090.22322954,604369.112854133,17489.9380183392,0,2936.9562478579,16649.4859289525,23813.9739969211,0,474.1037662777,37016.5126808301,13577.297743181
12.59_161.1868m/z,161.1868003809,1,12.58995,15244.7268001898,2902.5634765627,681.0102276575,0,501063.561983174,39425.9270534707,550.9470510048,28555.9794837694,4589.6544308304,0,0,0,0,0,0,0,1270.7296452945,0,317.2496493248,0,0,0,0,0,21547.6415732177,6311.9194367715,0,0,0,0
4.60_168.0170m/z,168.0170459604,1,4.6037333333,0,0,0,0,21074.4064518144,0,715.7260181557,0,0,2051.3235500295,0,0,733.8572918196,0,0,0,0,0,0,0,0,7011.9531384981,0,5457.793763263,0,0,0,17853.3458016217,10714.0524513709,22259.98573847
10.81_119.1631m/z,119.1630912275,1,10.8101333333,0,2282.1120553609,8203.0760724852,4367.5029767256,14362.4314575196,5356.283087538,14230.3360598513,2021.6129925692,13045.4874685317,14659.8020826316,51199.2015139623,13991.778519577,21784.1566481248,1327.2764240481,15986.7610254678,4642.8203342119,630.4698943023,6861.5859646703,8365.0399819965,1052.8244879529,6041.6976562441,1747.9403084834,3271.7160190892,7091.3003588528,487200.859863279,374396.08068848,153283.212993387,722.4950561524,10475.369786344,1488.4256744619
18.98_659.6367m/z,659.6366774537,1,18.9805,0,6133.2264825487,0,0,3501.554053032,0.3716194168,63.6590261826,2392.5943051829,10944.2113100797,41.9481857679,1115.1111775666,15.1460716357,975.5597630927,4488.4572371832,0,1632.8526393347,573415.010704041,0,12339.1672405892,888.194877514,0,73490.1670430404,5027.935986314,83.6349203902,0,50.2930459528,0,586488.662155895,1551.7924674607,0
16.67_411.3358m/z,411.3358068986,1,16.6745,24915.442686123,502297.723917831,2739.535420274,1294.5850264664,30594.8011555114,2552.038336986,824.3629097064,126038.919014166,5782.7703328912,2607.1640125454,8705.4626851962,11.8181393535,4566.2800833338,394419.567418696,797.4572063741,11.3895686392,12658.9042026144,2682.0430667692,3377.1726911597,2740.4590360875,6475.1925220367,415176.341046469,1620.4522783452,940.0197330077,512469.594937058,842.8252269449,5314.1939046664,9116.1410868009,4155.5034370942,1928.840271516
2.78_209.0917m/z,209.0917012726,1,2.7801333333,0,0,0,136.5355072022,21451.0713822694,7947.5731711482,32656.1275482178,0,168.0376148535,708.9772033691,2955.6823144719,0,0,0,1307.9844512938,0,179112.805849571,281028.447070522,479094.022538176,28967.4291305543,62260.2269028379,0,0,768.7595952471,5.2225636167,0,0,0,0,0
9.74_267.1609m/z,267.1609218871,1,9.7444666667,690.9259558545,5037.8908138465,0,495.6464902745,0,30.7643426974,1338.0453992165,0,0,0,0,0,2212.3974121392,0,6639.5865237441,0,2865.6877746583,0,0,72.0911621467,0,0,0,0,50150.9932861327,246735.448772357,247526.32405297,0,0,0
19.63_216.9295m/z,216.9295349159,1,19.6281666667,11228.308584075,6514.7617868618,21701.956687529,7875.4719055141,2550.6338581436,9667.0503560589,3721.4590776803,10545.6467895507,8187.9260864257,23122.7002073795,3209.1257324219,2939.501098633,0,9595.992614746,0,5152.0524964908,17956.7429914682,13026.0330064039,20865.4185257053,13394.4198303225,11298.9549353786,526.9238217532,9837.2648315431,0,4337.8499298097,2464.5059521416,6415.7331663194,5315.0536279335,3744.855987549,14660.2010499087
11.74_411.0757m/z,411.0757123134,1,11.7439833333,4773.7827400117,78889.2933160462,96837.9365212447,133606.557834592,0,5376.3153630995,47663.1340990774,0,711.597627837,54811.8117647088,4824.3567920304,19249.8536711697,25982.9263559323,121960.618623023,52717.1382274411,29758.2003183051,33236.8102240356,30760.5202551544,25898.7160633041,516996.465488348,40516.3430832993,14570.2366641227,18592.4036254879,18229.521168027,10694.3944377134,3668.1344182388,36443.878496164,84567.0929810274,38756.0659393023,58850.2412539399
4.59_182.8156m/z,182.8155946035,1,4.59275,0,6912.7888728107,1611.4242304243,1211.0420810201,6596.1743413347,18599.5499790062,36070.2938051931,0,0,0,7354.4587896631,4142.4140893983,3698.7622865479,0,0,0,981.7334369324,30.0408106704,0,0,0,490.7251395625,0,0,5775.2679139325,315.0517671218,1049.1632080079,0,0,0
13.18_591.4506m/z,591.4506349176,1,13.1832,29357.4114978775,686670.534962424,5187.3384438927,413872.376039754,704758.235267589,31345.3530821467,1707.7314085748,6832863.81518142,6715098.32170484,76.3057241779,309210.913319693,88493.774834645,166156.752354473,4341.9415231347,0,27168.2050547803,99617.3018477218,4113.2033762785,2415.8101880353,8674.8356106124,40728.7089494549,20714.2089843196,1171.3969663099,4264.1069338445,29822.3225360885,3012.4178182559,4593.729911591,12170.7223734441,0,1739.2783778216
5.39_310.2252m/z,310.2251809262,1,5.3946333333,0,0,1040.6106613245,0,44010.2664746536,5465.6918479637,51.3225640898,0,0,0,0,1021.1838935096,15768.5497665153,0,0,0,251158.058917314,321337.408748885,2777.1396484375,8093.6210286711,0,345.7248567577,23389.9412413287,2103.0692770315,0,8001.8541870116,0,1531.1928323776,20257.5624435395,2964.6092735129
14.46_469.2869m/z,469.286898234,1,14.4631666667,7479.997647706,67733.9057704965,23163.0020764665,27739.954559605,1821.759127325,1750.1126098633,8922.6696265985,2396752.96368999,152560.115484121,13652.2477702488,7029.0184879781,15574.0296595178,13383.3010235285,9098.0898664476,16373.0763058124,9265.1240049347,0,2252.0604902209,2192.3845720478,4674.963014749,24079.2675630139,8378.2735208098,2596.5864257812,29752.199325311,33694.3416697049,7477.0882999428,13875.010070801,25075.6520897517,0,3710.0417444741
1.75_155.7504m/z,155.7503556579,1,1.74755,755.329781483,534.3661722824,29.9017016827,712.293395996,0,16331.2656249305,13360.4683512419,0,5099.9814189593,11152.6188719669,0,483.9831556764,9000.8146742021,0,0,0,0,0,0,11491.1328813142,11890.9880104025,0,2262.0005271976,0,0,0,0,0,5170.061438612,2711.4852704538
2.49_227.0977m/z,227.0976743518,1,2.4945166667,1906.2973106405,13146.5834054185,8914.3553608573,9392.1672640153,4520.825166908,1584.6202820526,7625.1408536645,47612.9293268416,50256.5207684792,19966.6758574191,15839.4425868463,30398.2827945058,69462.9256820351,6055.5654103085,14267.6759328466,24744.9554337631,123496.544511746,146853.274041288,186552.729506993,182765.090874195,226578.528216618,85632.8371224793,40239.2781701895,74108.8269465051,83607.1498211296,49081.4652165012,67134.7080776119,131447.655288183,85390.2040620994,120506.558376763
10.93_275.2137m/z,275.213703703,1,10.9309833333,150.2851376649,878.9869090967,0,984.8305373371,0,22093.167363505,2972.5635957544,39301.8419856575,208668.274030342,340.8322790085,11100.8528030057,117459.376000058,31948.9196146343,6616.4508198213,19547.1133332855,1321.6202926636,760.0278712921,7770.4018766977,5709.3663195978,3719.9026145603,305.1378058067,17225.1374290023,32904.5532109583,26177.9316711423,0,0,0,11362.3780612916,34664.3890424259,12004.3750746273
10.00_367.1426m/z,367.1426246956,1,9.99715,0,8352.4888185371,5766.5431649115,5103.949877813,27139.0933762993,13278.5917717465,12873.3476530022,0,10179.6761842442,276.9034804565,2302.9724411024,1495.6466305182,80810.9734293626,14479.8264830737,2874.3805494478,2156.1895193185,13476.458042565,16925.703759151,30830.325641025,2002977.3946999,182631.277098864,19194.1216156258,144381.347227723,29005.316341245,1940.9238020911,2925.1629310374,11052.8186525179,13996.2418131079,15508.2842873404,30414.264002095
11.52_371.2797m/z,371.2796778045,1,11.5242666667,37251.5757315417,9632.0220888528,10703.9522335747,31748.1919534371,3114.433249671,0,10692.1268500356,161002.489722196,19622.5797337827,7535.4125837981,1543.5979179462,32484.6887721669,18395.0879291922,7559.103168293,14795.4915430562,5711.7811041972,3253048.17431642,109857.316464379,5564.483902395,126319.873103999,6222.6458856712,0,89.2811321071,8913.043792362,0,11846.9422567592,11517.0001800472,0,1138.3545517643,10235.9602722588
19.93_141.9958m/z,141.9958117942,1,19.9281666667,66348.7344454396,198078.141591069,346453.213745109,409662.328626383,184715.549818882,380138.292500765,312506.449114132,189368.978393555,377198.094692117,336528.38854981,133293.966899106,367927.53108325,284293.32306155,153956.133246555,363032.787124783,331812.536864347,173792.769317369,381469.688377061,305572.112944272,346499.731689455,304717.496833346,174848.06601879,367486.077358218,338742.921758893,171783.241527481,365758.617037194,339112.885395986,170151.221801755,390372.015355013,342148.907789121
6.22_152.9958m/z,152.995804676,1,6.2184166667,756.6426841427,0,0,0,16845.5757260643,21754.7709532351,44893.1207405468,0,26482.2877329017,0,548.6995849609,2092.758108415,0,0,0,0,10154.6779686693,3459.1374511721,0,7216.8203901792,5486.0052513076,17976.8621342009,16954.9307392517,0,0,0,0,0,41084.7283737438,63147.0159659985
17.12_760.4445m/z,760.4445029204,1,17.1166666667,0,865179.490728773,1455981.0977813,2117071.64940312,651522.910718978,403365.86501912,442990.824515218,293741.325375569,188346.258092871,584900.613429634,274606.670227557,713452.687167375,209815.878825812,175603.990401595,595651.563166009,307531.770607677,358080.032820583,441238.039756288,332933.902270113,636608.593029452,289184.097583543,184405.398636941,99954.0131744904,403312.488563281,799510.130690296,312540.787310685,548443.489233103,1002915.16344172,171964.852055245,658381.015468826
5.69_579.2569m/z,579.2568657184,1,5.6912,11737.0815012401,0,15.631207944,1796.5798666697,2136.962454623,9209.2270980773,2288.2103685894,1017008.06382015,1228004.74312549,496255.776607414,0,0,215033.587952907,59750.5500391195,116832.657250205,50144.9112061604,1974.1738285618,9557.3256819564,44363.893480393,8724548.06162803,9456389.01066495,97247.4900811338,35583.199745756,101640.402959388,0,0,5075.8356668462,5005.0538502455,0,8562.9543234969
2.33_237.1575m/z,237.1574961839,1,2.32975,0,0,0,987.0877272687,164.5438529043,1188.6092987061,4897.147644043,0,0,29.6146015654,18.1619296997,0,0,133689.193086499,102381.619245193,142933.670767131,0,831.8909714806,0,0,0,17796.0243278301,2537.1604281892,7693.4903845525,819.7227172851,0,17.0267471738,11571.7657556972,7372.5524990915,11090.0023950919
18.78_110.9587m/z,110.958651524,1,18.7751666667,0,3403.187072754,1480.4534981543,4886.3522632408,3906.6935892813,2404.854671813,6075.9184252112,2316.2344970703,2730.3246261108,1919.3068308892,4126.964933188,3052.7465531553,7138.4295523624,7894.0664638701,4928.9296761496,4682.3997801473,5209.6326342663,3041.738728426,3629.9604937365,2886.3221400598,3741.6764670103,4426.5740920849,4713.0715839121,4729.5679067125,3187.6829484921,4936.6156168016,1978.9072650843,2649.6923773752,5904.537552105,1836.1170856732
4.64_220.2193m/z,220.2192839319,1,4.6367,0,0,0,0,7064.6905517582,30449.7246036893,46238.4129160509,276.8105519966,50.7314160672,747.3216937902,0,2337.1082324573,0,0,0,0,0,0,0,30916.2844238286,14072.512814842,0,0,0,0,0,0,0,0,0
7.17_287.1393m/z,287.1392651805,1,7.17405,0,749.056295205,0,0,0,0,0,3948.6899244551,158396.786376953,7568.4285937887,621.9851989746,1709.8422076216,0,0,0,0,0,0,0,127978.364417434,61972.6547333429,13747.1812879451,2931.7587280274,15370.4105244168,0,1033.4194855847,0,5694.0346985003,5116.790974437,12235.9001464842
11.77_539.4134m/z,539.4133991883,1,11.7659666667,23733.1876068011,122.0122372292,0,0,451087.407588201,11024.3343229583,0,0,12092.9633789056,3180.9385622173,27460.9777339207,99390.7964772967,24343.1478636088,67427.9827440524,37486.5105076179,0,226763.531237425,32167.3109522298,2084.3807179496,18345.7132263975,0,5715.5510253908,0,0,183889.293290563,13800.2156815594,932.9996015407,13713.9404296875,4818.4558316596,0
14.97_707.4168m/z,707.4167635107,1,14.9686,47926.1386170655,655543.323868345,1243939.26457667,1591868.17409597,259606.485257681,374306.830806608,527895.181508839,16718.7545433315,87048.6466982062,594635.768928676,99022.3794944652,671463.958978565,182132.388085154,61036.4776298538,678067.903702064,299442.37250928,322949.904691031,634457.847569853,357323.703698705,523364.220088601,270027.671236321,15924.0411826391,112331.838186125,313545.506280501,598638.378519012,352906.164022223,542469.832437736,320840.982154126,235375.174951313,780049.128172425
7.23_385.1065m/z,385.1064906995,1,7.2289666667,3682.9897029963,5049.1364452133,4502.6696211516,333.4485194753,134636.062456634,144.4296048619,52134.5622008577,19199.3327455461,0,23933.7149657975,207457.276347764,46105.1095049119,67558.4344143101,58800.4467585595,5924.5202562595,49608.398413076,291875.992442406,91576.3671218444,59922.7853738672,187094.848461065,48211.0598492399,122157.241743031,20146.061371479,116563.684078203,153466.085535413,11652.6812879312,85762.6187605806,2717.5324928763,11186.4876959714,31526.5822223979
5.38_407.2758m/z,407.2757908517,1,5.38365,560.2695343452,0,0,0,15465.1031321343,0,0,6131.3163703489,1969.7217578939,9546.3324101306,0,0,0,303342.658750656,292529.265599702,463343.484931297,0,0,0,7220.0581624018,0,4220.1364039297,3289.0544530447,0,47.4688550359,0,0,20503.9310986946,7957.7740427182,10622.9367414452
6.86_378.2458m/z,378.2457783173,1,6.8555,0,0,0,390.3824768067,723066.813563162,17.5057448698,15921.4936534615,333.171164759,201.8856030328,0,1.6614403792,540.9090641569,1438.2033132344,2049.29348329,0,0,1000.9301863389,4073.691528348,2481.6122619261,0,0,0,797.6730460443,0,448898.195215179,34130.7955649229,49497.5664768515,10.8902964894,0,0
10.82_465.3535m/z,465.3535296225,1,10.8211166667,86.3879177782,185.7603886021,6339.2128650878,7326.3039876454,24408.1800161622,28495.0420196193,1967.0857502919,1.8165354967,176631.352271856,11680.1122471647,3115.7595466311,9266.6557649497,471.2179870605,1301.3720078981,15460.7553127758,2987.054288752,13047.0086189828,97196.158520118,1964.2360551323,142904.105747626,75326.4388469817,21677.8169092247,2337.1780836561,9001.925462832,22724151.94979,16498965.7094076,1962536.33333213,45435.7835772667,30002.8906782896,423.1914978027
7.89_370.2111m/z,370.2110844632,1,7.88805,31067.218879684,9853.3990269466,8136.4962136773,3453.1970341341,86447.1703402593,31628.7990168254,52879.715915544,107379.030150421,71340.4171261973,2727.4879864124,9780.5810014983,14653.8287434713,4722.5106402692,96679.6467962896,35263.4257065287,20769.4894795926,142770.123666965,40408.7909891923,19852.4392212118,1529615.13517205,211112.282253224,52819.3588962554,6660.3330003623,13903.8675418206,1783425.89822852,892253.998535168,1283414.42989983,73925.0827192136,24336.0128662316,36039.7779757662
13.44_171.2002m/z,171.2002090956,1,13.4358666667,20574.9869384761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891.2137508239,22681.2597656255,0,0,0,0,0,0,0,0,0,0,0,0
11.91_126.8469m/z,126.8468769592,1,11.9087833333,12312.1408060189,1393.1898011032,1008.5294740827,246.3993504771,877.8810197755,0,3592.9182434081,0,0,4857.2079762503,1408.2110275984,0,5390.7116156696,5215.7137624123,2627.3235033935,2457.6253065878,1111.7508143601,3417.6965975163,5859.5827261437,1439.4912334767,1431.6742527867,1434.1446297318,1162.1842515838,748.018239294,0,0,5057.635010941,0,0,1000.5248196867
7.51_357.1469m/z,357.1469432711,1,7.5145666667,28969.1741346917,0,0,6558.6758204021,33752.7884728455,31390.6142174608,30115.9093499897,44873.2005932733,0,4567.2745473046,6711.7058389164,8380.4848632811,0,13030.5391744633,9425.2460717543,1543.6058915927,1855453.87848948,876821.309740417,130395.233136766,250639.216660521,21639.3340672284,36428.2119344401,0,9041.8898643154,0,0,22343.9369413092,11792.3922631009,1149.9376902552,1694.3382214027
7.53_572.2788m/z,572.2788028127,1,7.52555,0,112.5363102378,154.21118818,0,5252.9509059933,107.6495982424,0,0,0,0,0,1427.2812652342,3096.385257705,5.3477599248,13856.5407172311,2542.931209059,6181.259872018,16536.5643178313,77529.7371882843,923711.978906681,701687.186815195,2762.2609844383,736.4931111945,2559.9857086943,11349.731231071,5802.4194556174,0,292.1830147161,0,2196.1492562339
4.11_239.1509m/z,239.1509182612,1,4.1094166667,0,1611.4077726319,0,970.1777235656,0,215.3799220165,0,135577.027133941,68962.5675048823,38108.73840332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.77_240.2043m/z,240.2043340492,1,3.7688833333,0,0,0,0,1203.8986076227,0,0,0,0,1210.4798297474,0,2854.0185534991,0,755615.43821455,808211.960273091,978406.474777755,885.2957814938,0,2178.7565919316,0,0,0,0,0,0,0,0,0,0,0
7.66_104.9996m/z,104.9995940612,1,7.6573666667,2022.5647583008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.7984562306,5938.0102539065,0,0,0,0
10.83_151.1007m/z,151.1007424267,1,10.8321166667,129250.751866937,84094.0089714717,87257.2067449782,160469.808576859,441751.655072389,125618.731963228,41423.9285550998,5095.9412347519,10156.4617622542,2956.4639306137,11967.8276541671,24293.2957706965,10713.1278270994,3956.8632202148,18957.099023022,11221.2641030614,18856.5085630229,34650.2625487771,12833.001392593,143967.73433508,26059.9039095245,78619.584021488,79769.9098632864,21002.0957826793,25796743.8999024,20393112.976257,6484094.90388716,49451.8178948244,49617.9411646322,31069.6844967693
13.27_129.8217m/z,129.8216853409,1,13.2710833333,0,0,347.9618235136,5460.9041509909,810.1839625254,2658.6877039709,0,0,0,1905.1922843549,3647.8714465138,0,1777.9569003492,2271.5214110298,2979.1699218751,1153.8682790164,1869.6532855367,3551.4590020112,350.0464182882,5732.3849988902,577.7697205888,2327.565920566,6067.0062446622,1170.0440027817,1360.813337514,4784.1022947767,635.7082322897,2225.4118652342,643.0094911896,2082.7471497977
9.22_121.1128m/z,121.1127972668,1,9.2171833333,0,8235.2043773016,15789.0373514108,18187.3768473741,58090.015271307,32003.1747630781,29666.8184017608,3365.6431961227,1647.7678222656,22351.2481079103,6665.7714783333,5658.3059324784,20138.9331962171,10720.5234707591,9310.3110317349,15903.8080939043,9316.4519197305,8983.0653054291,10738.5378786907,10554.4255237871,6199.9808953484,76409.8525390634,19600.4084024533,25120.6649510234,19743.2641601561,41105.6177322246,23310.5937501353,41228.4735218602,33166.505933063,22349.7530082488
10.23_311.1860m/z,311.1860198212,1,10.22785,3277.6265707889,5124.0394640917,0,0,58088.4671016531,19831.9829294303,10574.5695611431,0,0,264.7133026123,1169.2029919559,31061.6700287917,330159.426703254,0,17604.5380392622,0,6328.3323763399,42740.3020832163,8137.5068249738,28939.3158063225,1693.4818725585,665984.392929897,45908.5023862125,236011.404974306,57891.3815412766,0,8875.9311736218,3534.1554434123,25463.4653387649,3107.2627811083
19.79_164.0828m/z,164.0828360277,1,19.786,0,45581.1251108904,59215.869863392,70015.3891720133,101494.085029029,54121.3666381834,41639.4109894241,68727.5335477871,40342.102759437,55012.2710067892,37792.1714451036,42398.7511395429,58963.851222655,64737.6286265437,57778.8571622911,60550.3332133255,67182.8987426745,65340.7404174793,44042.4854517051,51286.8967475531,60416.5573781265,60203.13727671,53193.3355178843,59622.9712831619,63077.8928065938,53715.9081464542,52425.0170425973,69991.8716255195,50077.7113371395,52350.25579834
13.41_583.4783m/z,583.4782774177,1,13.4139,85903.0627657887,169691.369385488,191103.855315621,447116.061173784,543.5292909192,63236.4199320409,113440.630280958,4533619.96939901,3594307.38038812,122497.107303967,44495.2689102616,149427.815448868,90086.4523953055,11727.6360286159,91069.4515358034,78401.4440660613,0,43910.8781462193,30727.9094185421,34504.4785941626,73704.026795834,49981.9811537883,4753.0254825126,131927.20731863,698.4393741749,33140.669832192,99997.3912048533,416371.857682521,325567.880876584,116442.351620229
10.56_146.9094m/z,146.9094375539,1,10.5574333333,1755.9798621199,0,451.1198425293,0,12293.6029364989,0,1289.1527050701,0,0,0,0,0,0,0,0,0,0,0,1083.2206349882,0,0,0,0,0,3250.6297033758,16336.615112305,0,0,0,0
14.95_299.0160m/z,299.0160215907,1,14.9528,27.112283245,9598.3148570902,35156.250633229,56517.9355406349,6239.9607220417,17382.3269222025,16064.4277462596,0,0,15618.0366387914,0,12316.5579277904,2167.244707794,0,17167.8434709326,291.3068169675,0,21011.9724848206,112.329892406,11571.2146203065,13395.3521010247,0,0,6799.7288454649,7628.2440249883,12389.3981346964,17125.249112838,11551.9981433689,11481.1573693676,18562.6443890393
12.32_425.2503m/z,425.2502832116,1,12.3152833333,48096.4132624611,10049.8002249906,9911.7058106736,6186.8371101697,40611.0603150026,3220.0208979233,2451.5609829428,1788.0468700128,12920.8338823714,1104.9269240685,5562.9065159164,561.1363427816,538.3062099258,2766.5896346762,8863.3849805652,0,1164407.2051874,728486.885528043,168129.507296348,36928.8600051637,0,32672.7237360221,761.2468848499,260.8184327849,23139.6656639398,7337.8248515426,0,89742.3637091106,2863.5300457243,6544.190551351
8.17_497.4248m/z,497.42481146,1,8.17365,0,1844.6792335172,0,0,3660.791933356,7232.6655117364,13343.9777857757,2980.9822207573,0,0,628.5397105199,0,0,1911.0839724661,841.2079420258,0,0,0,0,579592.035150283,789547.234485632,0,4465.827864485,460.3258232751,15831.0950569758,15115.7454612247,0,11032.4578638097,1255.3413682403,0
5.81_257.1505m/z,257.1505350768,1,5.8120166667,8890.8940847367,346.4358628634,1126.9975599754,702.6864460903,7560.5757145147,0,0,0,0,0,1624.0318888289,0.3122691404,0,33588.570922851,63735.4750268129,39258.9731326917,19692.9801753613,16361.4020453085,0,11006546.5369626,9778306.28662495,127.9081975666,0,2514.4956812198,0,984.8732401219,0,0,0,0
0.41_107.0759m/z,107.0759337784,1,0.4071166667,3565.3932373636,37488.1028747562,41845.2128748533,41464.3946375787,26406.7131555702,30618.7172027636,26273.3627293405,29336.8160343199,31632.7950899286,33962.946203047,29087.0839243574,30459.846439179,35413.3077023149,32452.9318650868,32742.33505161,34750.2431434131,27544.125510527,32435.3757004092,27504.9059394991,32665.6822535777,27728.752041218,30654.5876506491,29547.9736847616,31958.3826941876,31301.5500488287,33404.5213692025,29336.4454128483,48365.5286676702,30902.441414154,30121.5925298544
16.55_850.5781m/z,850.5781453947,1,16.5480833333,0,4381811.46692033,6002110.59881313,8432346.67640688,2827742.55528903,2539546.39470729,2485187.11583253,788987.134505261,1139536.19284218,2901156.41056818,738975.337124262,3782659.14495502,1010278.58203257,515490.363237182,3018587.42674746,1549610.73548372,690865.601466783,2581635.35755569,1669282.98711592,3067693.51268449,1416553.15437779,742611.965993917,791567.994883757,1604382.61638549,4244320.91934739,1987669.81527405,2737090.44553531,2491276.99442726,1348319.5672445,3683676.95479428
12.97_141.1964m/z,141.1963768069,1,12.9744666667,0,0,528.0118190415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22882.0458984376,0,0
8.20_226.1486m/z,226.1485714118,1,8.1956166667,0,36001.2049345867,52398.1162373846,67713.4370602232,0,0,0,0,0,5983.0156555177,4521.452407837,30507.8024527167,16139.0027306789,0,24014.290438684,22826.3354935248,0,15659.9641865566,14956.3038635254,0,9783.2232360842,0,12577.1856959354,0,0,1605.9071044922,15000.0426635741,0,4619.8875732422,15169.352783203
