,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
4.20_361.1398m/z,361.1398244017,1,4.2027833333,221.226361145,968.6999081324,823.8034896851,228.7697992525,255196.051276794,243790.764479425,328860.45342823,1026.9092385887,2276.5852355957,730.9725388924,0,0,2093.6290206272,2902.8944629925,4368.7132677529,3591.3621890947,96.410275125,36.345516874,4369.9275215876,1252.3833214837,705.1014050028,46406.3543097566,27013.265339498,27239.2556433552,578.4254207416,31.1109897114,6744.3501864685,451.8058565222,1234.1087158971,0
2.49_246.7496m/z,246.7496134828,1,2.4890166667,0,217.0021972656,0,0,0,0,0,362.1086367964,0,0,0,0,732.9084846204,0,0,0,0,0,0,0,418.9908556198,627.877151374,0,0,0,0,0,339.2263558673,8657.5109875728,36558.2391825148
7.78_114.1058m/z,114.1058483614,1,7.7836833333,1114.1563138382,0,0,0,72.2250116602,147.8368911743,0,0,0,0,5.8226456295,0,0,0,0,0,0,0,0,0,0,0,569.5921173096,0,435000.44386266,66603.6298370367,97974.4052526327,0,0,0
6.00_265.1535m/z,265.1534530582,1,6.0042333333,537.0417327881,148.2497940064,0,110.9242169863,556827.655722303,238009.983623174,450600.303827397,0,0,0,0,0,0,1044.4169425964,2567.6921408953,2908.9885949754,482.6830936997,623.7284543793,1117.358215332,0,0,0,0,630.9976348877,67856.7332688597,39417.8290971661,21276.1578608379,0,0,0
10.68_499.1649m/z,499.1649346531,1,10.6837833333,391.366995067,0,0,0,205.7618087224,0,0,10387.8513428778,0,0,0,0,0,0,0,0,0,0,0,1659.3831813726,0,0,0,0,1996.7779541015,14041.1872170696,0,0,0,361.2410388963
6.96_269.9405m/z,269.9404650582,1,6.95985,0,2.6178016294,0,0.4357965321,0,0,0,0,0,0,0,0,0,0,0,0,118.4624863312,0,0,31912.6245657096,9439.0403646875,0,0,0,0,0,0,0,0,0
13.16_463.2814m/z,463.2814156214,1,13.1557333333,24457.1200186819,153053.619063033,24591.047331845,19446.6330357435,1382787.43442472,88929.8106023644,21260.7621415133,184650.810390652,18445.8551886424,20686.0027959768,2232572.73414906,13482.5350187034,68177.594669942,8367.0849259559,6506.9645106314,57958.1186230167,8072225.26153317,8267.9131189823,23507.4298491286,12628.0811964804,58199.8448231397,6940510.0143741,15873.6000847318,26989.7605801078,543557.177688387,43266.1623996022,21747.4257053752,9467866.65068748,7961.6008460114,10910.9002434425
10.27_413.1801m/z,413.1800646335,1,10.2663,3468.231447541,0,1201.3348649985,58.7340685748,57653.4268016854,9191.1626529182,617.2678745863,240970.475042853,16161.5294355308,63.3880789849,18887.8690551839,1842.2656640151,27.4189338759,0,5.3845580083,228.7547149658,16004.923445766,211.5761535174,718.4076163438,2838.2712032757,0,0,0,523.6743635722,1180.6530536376,0,4.4039382028,10077.1579640886,0,172.9368407046
7.71_245.0570m/z,245.0569824797,1,7.7068,58.3881272321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.5589096566,0,0,0,0,152.0255779671,47416.5402093083,0,3975.2153320313,0,0,0
4.76_178.9607m/z,178.960698862,1,4.7630166667,7969.2332285868,2551.1615667732,5894.1698499951,10500.5691516472,48695.5965399004,27900.5715713499,53176.7530758925,52215.1985845447,36681.7058127821,32875.9543171634,0,600.5910949707,298.8490459316,150545.674888401,153539.032848228,213095.262625332,34976.9039932758,22546.8927961929,20754.1037597659,695.5897216797,2754.6199533665,1254.0226537029,34325.5977894065,21892.5487439794,27629.0408485957,27347.4864350701,9896.99535905,11943.6006862559,15481.859504765,6248.9806940297
6.86_173.0740m/z,173.0740429445,1,6.8609833333,1434.8344666544,0,0,0,0,0,0,0,0,0,3364.8824413614,0,0,967.8996441776,38.0249745435,0,0,0,0,0,0,0,0,0,132274.638422311,10121.7739918327,5598.3574460586,0,0,0
1.15_112.9593m/z,112.9593225306,1,1.1489,12057.542245618,19545.4360626469,19371.8417401627,28146.9528999926,62639.8592777777,15461.3763886662,20704.6377841369,57407.3154731276,40245.2460410456,33912.9177982922,38946.3605674308,18154.4132744301,30788.123919175,36240.2219035191,28535.9726537281,35512.3159592201,56722.7494294186,40652.8199425923,47014.107630541,95053.457800024,108071.141099744,36693.0679970273,18764.0369924337,24658.1925520474,79634.3208455569,65937.7844347734,94338.3945603651,32643.1693085,21371.6597616805,37627.143003663
8.33_279.1049m/z,279.1049497898,1,8.3329166667,4390.4318103089,0,0,0,0,9.5169197022,0,0,0,0,0,0,0,1403.48568069,522.0040111108,498.8612120402,0,0,0,0,0,0,0,43.9906910882,6015.6658325196,27991.462655256,36033.4950648237,0,0,0
1.17_151.1880m/z,151.1880329594,1,1.1708666667,78.2017752434,0,0,0,0,0,0,0,0,0,0,177.1168358528,0,0,0,0,0,1.2619910118,3221.966490119,0,0,0,1755.2100326553,0,0,114.925626182,169.5912127263,0,0,0
4.97_131.0389m/z,131.0389306418,1,4.9717333333,49.5020370483,0,422.3883531275,0,0,117.7235948395,0,0,0,311.0691391954,0,0,0,22258.5406376638,22094.0368106683,10527.7891825889,1504.9405962721,0,4891.7823384182,322.7811692263,0,0,110.6530420175,199.9864178068,373.410736084,210.4903696223,0,0,0,0
14.98_148.9777m/z,148.9776902865,1,14.9764833333,0,35298.8416021142,31008.5512346627,40979.3545356958,22041.2609356108,7440.9944894541,10181.6799755963,7294.3085340245,0,10580.2519683837,6569.2971471486,13467.6243675496,10564.0376544137,3198.7110455099,10644.9185742064,7473.9438199955,3177.1464977586,4349.9696646192,4251.6053392457,8891.4890751521,5742.5827577337,359.6357007161,1402.7956237794,8784.4763319427,27273.1085495341,2883.5329870475,13625.9004043607,18665.2337810295,1305.2599945068,16914.6194763184
5.27_316.9966m/z,316.9965655824,1,5.2683166667,0,2421.5847285084,457.4860192237,1222.9728744188,2360.1049773469,207.2709643109,145.4047677775,475784.889347744,165155.904686995,28860.860450054,1437.9264400685,508.9964981079,7884.4281160236,8456.8020069018,14227.380960935,29131.3138835187,0,0,0,0,1197.3334239904,41.3588107831,0,1515.7185863089,0,0,0,335.3753068957,0,39799.6179209403
18.75_231.0512m/z,231.051163245,1,18.7515,499.4243346872,751.2691900821,0,1547.0669131063,0,1610.6022413145,0,0,736.2445567032,2686.9535844443,252.8231048584,1332.347745805,983.2960205078,731.9719961751,1537.9856722312,1044.1526794434,756.2372067971,745.1106751124,1501.6186707061,1327.3114191494,0,1919.7927284431,1072.0749794006,1119.2210783598,666.6513635788,2432.4748817889,613.2651282583,0,1949.2031138904,1258.2065869357
13.95_507.3401m/z,507.340078439,1,13.9466833333,6733.1397080447,3494.1891174316,1504.6098639331,4150.3134873965,7060.1236178239,2151.6912852981,7658.968171488,537466.961887078,7703.3323319071,6517.4449920654,6133.6685929365,4904.9124578287,4455.2850282704,3329.437114663,2083.6094478624,5221.1535752167,4428.9651664499,8092.261891786,1568.7618901723,459.5288226664,3069.8809254101,27564.7583257687,14372.529453528,7821.9115035894,6757.9148135413,2965.4281436328,3037.693649292,22953.0858827163,16676.661074414,6314.4211241581
8.52_287.2105m/z,287.2105228819,1,8.51965,37782.1181001638,409.6814492176,953.1143320022,0,1880.1001128042,0,0,58368.9712380119,102529.930993367,22576.9468888165,5160.8521380253,5000.1566408809,1441.6628922746,0,160.0305851677,29.934678586,0,568.6844329834,1716.355758667,0,0,70905.863954005,44499.6148778295,71055.8527164095,437.1672193178,883.7900923677,353.0113312874,52862.7105936833,24087.9865939165,38705.9125063469
5.60_206.0591m/z,206.0590653577,1,5.5978333333,0,4556.3163416781,329.9784759964,3725.4121868281,0,0,0,0,0,0,0,0,650.3770980835,0,0,746.1957778931,140935.917825992,100232.391439013,189284.074957756,13388.5684256465,28188.6875057946,94099.2950580116,26562.7739412429,67075.9044514816,37159.5986704296,17533.1229462059,17696.3402769036,37043.674914706,13309.1964950562,36811.8395215654
14.17_200.5876m/z,200.58758512,1,14.1709666667,0,0,5612.1074357343,4577.9981441091,0,4518.2601241539,0,0,1987.4951711822,5188.4496002196,0,4215.5673946236,176.0738926966,0,5383.9888000488,0,0,4025.92566946,1676.8837564097,2660.1128164297,1116.5534071277,0,3805.5961216586,3303.8580858898,0,4099.0324190764,3411.0813540382,0,5056.5117117568,3423.4393547814
5.82_216.0194m/z,216.0193614878,1,5.8175166667,507.5329284668,0,0,0,0,0,0,0,0,0,0,0,0,3602.5419434501,0,550.3513267638,0,0,0,0,0,0,0,0,0,0,0,39485.8818674685,24177.4701312418,14824.1064760256
9.34_282.9680m/z,282.9679719678,1,9.3435166667,167.1994912566,0,0,0,345.3734234778,0,0,0,0,0,0,0,0,0,1.8876547961,0,0,0,170.8750834227,29323.1327049965,13978.3230186286,440.3777364601,0,0,0,0,0,0,0,0
4.97_229.0346m/z,229.0345845101,1,4.9717333333,0,0,0,108.1511916333,0,0,0,0,0,0,0,0,0,0,1194.2609226234,0,428.9382333309,0,0,0,0,0,0,0,0,0,0,0,33189.208787167,44341.4851486901
5.86_255.0900m/z,255.0900019358,1,5.86145,602.3774476413,0,1.0568333777,0,0,152.6727449228,0,144.2596420038,801.9549102783,0,0,0,0,0,0,0,0,0,0,79846.1100684736,63907.5338870722,5494.5495035991,0,0,0,2077.8087053692,0.0257181154,0,0,0
6.14_191.0449m/z,191.0449299768,1,6.13605,1868.3429718017,7595.0911860303,3443.1171189942,4654.5199207198,65120.0688685837,43452.217533725,46197.0960893297,837.0493386782,18536.3657023704,3047.4468688965,15531.0292616155,6239.9728431703,11097.9252558951,279694.528185638,289787.576996402,317665.3308877,14686.1495091324,9210.8444674502,0,4160.7766876221,0,7181.4734017845,832.7487182617,26002.8063642284,160434.42874331,100844.774579059,48414.4329299928,51280.5240999057,47850.35167065,6824.878479004
17.88_164.6336m/z,164.6336116724,1,17.8828333333,0,1918.1334777076,1192.8822223508,2340.4832437325,3214.9500285309,327.2667236328,1245.9330212774,553.5389972537,2247.0477004806,123.2901621168,192.1743827028,802.6667445084,2142.849523785,0,2402.4889170354,1120.2935074828,0,2293.7294717733,679.754766362,649.4732788808,3789.0451204735,905.4708761924,3593.6164262937,0,2434.0924401034,1873.9178924447,323.5543985934,2365.8836040466,1468.8285036481,1007.8607177735
7.67_114.0314m/z,114.0313653905,1,7.67385,3511.7082718385,0,0,0,0,556.6982634687,173.5392456055,0,0,0,0,611.5515213013,0,0,0,0,0,0,0,0,0,0,0,0,34255.683168734,32506.6163787847,33305.6383434086,0,0,0
10.53_409.1934m/z,409.1934421693,1,10.5299666667,6162.4788479808,0,0,129.0040802878,7930.264731457,1594.8895783926,1178.9809310213,0,0,0,0,1642.0888247587,7895.3773695217,0,3092.9143892581,0,274.5697034029,0,438.2337456421,1633980.10491073,18491.7978998914,0,0,1099.3191440001,0,877.0679923356,0,0,0,0
3.87_357.0288m/z,357.0287873257,1,3.8732333333,569.0224692896,64.388497607,692.619993326,66.3341117502,425.0520210744,2.1545993269,673.1722510961,21509.7728363314,15262.3921609776,9426.7809121885,0,0,5976.9086261044,199109.265269407,153851.076924886,178899.819673447,0,3798.7600740458,3.388494528,2367.0066560181,0,8976.7030588697,1082.1464353633,10623.4706074378,688.6205425012,2201.9020865364,2.6282491663,0,0,8392.3460095905
8.08_162.9980m/z,162.9979670935,1,8.0802833333,0,0,0,777.3753045867,6119.9200735898,16990.9840572809,16035.017825132,0,337.6139521641,1524.4456931256,0,0,0,0.0364868675,0,0,0,0,202.4703475095,0,0,0,0,0,0,0,0,0,0,0
9.95_439.2160m/z,439.2159930235,1,9.9477166667,4320.5570270358,0,0,0,0,165.8696517944,304.743568097,2198.9711561344,0,150.3192625945,0,0,0,0,0,79.0015978517,2192.9701348999,0,0,548618.351248547,38993.9004488593,0,0,0,0,0,306.2455085585,0,0,0
7.63_271.0702m/z,271.0702052648,1,7.6299,1501.5853391229,0,231.3013267517,0,0,0,0,46105.7935433156,31476.7902112616,0,2.1042013385,105.8586861146,103.4090787699,0,0,0,28609.1528402759,17246.795406147,30934.1913355648,65686.3380318718,58862.1275927641,1027.4410416867,0,0,0,0,0,0,0,0
9.10_337.1649m/z,337.164945873,1,9.1018333333,0,0,382.8362912529,1023.706710847,0,1123.7120292048,545.5807028589,0,0,0,0,357.2832596057,0,9836.0774936106,3982.9990035478,5.1228849183,52114.4491082064,1612.3395957739,387.7532421092,385606.86137002,1909.209020292,1377.5919131388,0,0,0,0,0,0,0.6967062758,0
2.58_169.0294m/z,169.0293692143,1,2.5769,492.7359281313,0,0,0,0,0,0,671.9596232319,13287.9679297872,491.7361862255,2840.7544982103,0,419.7298645432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.82_112.9994m/z,112.9993942338,1,8.81625,2933.1027305593,0,0,0,0.6745798812,314.9190983853,1206.3614846951,0,0,0,21795.5805287684,0,625.8433497698,0,2277.1162449194,0,0,0,0,0,0,0,0,0,2104.7370147705,0,0,0,0,0
1.91_204.9697m/z,204.9696530467,1,1.9068333333,0,837.9456437345,0,1081.3811950684,0,0,0,0,0,0,930.2248698361,96.3468600777,0,0,226.7786170003,762.9492963918,0,701.3619512813,926.6243110099,1184.8694275161,653.5839691162,10801.0555986779,6681.0902645925,72186.7468261717,0,0,0,7049.1800158113,9568.5440906838,13378.9439753481
1.34_160.9918m/z,160.9917942391,1,1.3356333333,0,426.0019468671,1355.3602335,314.5627593994,3792.3642578124,93.1622848511,2389.1692341365,2693.0683401316,0,935.5722163232,971.658542633,666.7659454346,241.8937341258,1787.510017395,0,972.453918457,15561.1953048702,0,1800.9660878251,0,104.8616638184,494.0545864955,0,5707.21925908,7282.9963188704,2537.7414551048,1911.8122085728,142.9467021878,50.721321106,1728.4221872666
4.27_160.0046m/z,160.0046495432,1,4.2687,0,3541.2978443237,4752.6556004346,2837.8423657518,22143.7536992281,495.1018627004,0,25997.2462654188,20361.7495874656,8267.8296994815,678.0798185557,3349.3527126867,738.0178026766,6618.7523168442,29022.1150768876,25306.3252517565,0,1556.3876115842,0,0,0,39537.9160857796,23684.3996375461,29544.5596822851,414.76778382,0,0,31533.1678105674,19976.0053726535,23410.4976055891
7.64_334.9823m/z,334.9822988339,1,7.6408833333,0,127.9495739056,117.4193705894,0,1018.7202097959,0,0,0,0,0,0,157.2857318879,0,0,0,0,47499.6698463186,25196.746727172,50940.9230358572,0,0,0,2573.6116341031,0,0,6422.6262865302,2587.3801414378,0,300.6515283514,0
1.96_316.9563m/z,316.9563423653,1,1.96175,0,0,119.5824109073,178.3289337158,0,0,0,0,0.3922668201,0,0,0,243.0578217799,0,0,5227.4538918071,443.2932364352,0,0,0,1659.7445068359,0,208.9103469849,24338.0603322512,393.2634913966,0,334.8071254719,0,4458.6828308594,24730.8782605052
13.99_160.7290m/z,160.728961491,1,13.9906166667,317.7980957032,0,0,0,0,0,0,0,0,0,1253.6928604798,0,0,14.3119511871,0,204.216900322,287.3703918457,0,426.2997741699,0,2.3016473917,1870.7455749511,0,0,0,355.2501098204,0,0,0,0
4.19_256.9681m/z,256.9681055995,1,4.1918,0,1890.0632745986,439.3289113311,862.4543555027,519.1608123779,238.8291105674,1904.9272840019,0,0,0,1286.2084995268,6221.3761110772,40387.4957669649,234030.71624599,189787.526412497,235059.724073924,0,0,14162.4267853805,0,4320.9652311211,0,664.790977478,7801.0499271111,1820.1634008184,0,0,15387.2747840224,3301.8830238603,7215.6078338623
5.00_283.1124m/z,283.1124496622,1,5.0046833333,0,118.2084193039,155.1714751981,0,45761.4194248698,1591.5210571289,52199.9817266031,393.8780091108,737.8387190871,0,0,0,2658.9497981923,0,0,0,0,0,0,0,0,0,0,0,8386.9486507105,5514.720199585,8496.6803808942,0,0,0
12.51_364.2598m/z,364.2597585842,1,12.50755,30483.7561301864,0,296.3823912503,152.1548446956,57400.711718073,298.3563012997,2463.501045227,0,0.0647305838,2153.657522032,0,0,98.1718146125,47.8796165492,0,498.9676050177,112757.133057804,48992.1279155881,16401.853674761,11033.1718312475,1674.9852088357,25556.6603287838,6524.4213064794,72.166086006,6611.594397761,0,10.8790110489,166017.847280991,30601.7628504435,1638.7875347451
9.83_357.1102m/z,357.1101854507,1,9.8268666667,1374.5826665185,329.2602089657,0,444.6397511269,30641.9825421469,16138.8206716709,1619.319694517,235172.106785074,31543.4411613408,0,28429.2339437116,0,0,0,0,0,39355.9071480081,1557.720059849,0,30880.3885861879,5858.1163215674,61530.4259956261,0,2734.342970765,7880.5388515591,0,0,73653.5111146462,0,108.1968645288
5.99_150.9675m/z,150.9675270665,1,5.99325,385.1969322472,0,0,0,0,0,0,2494.2426618709,1706.8141784667,85814.7587890639,0,0,0,0,0,0,12119.5049238865,8313.1386173956,0,0,0,0,0,0,0,0,0,0,0,0
6.86_239.1121m/z,239.1121008383,1,6.8609833333,949.1661983036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4141703383,0,449.1303955674,151307.105575584,132531.386199488,129991.607758896,0,90.8937444545,0
10.69_597.3102m/z,597.3101658285,1,10.6947833333,16237.798213402,15168.6837753403,129.8644380037,66479.3744127441,285402.430440428,72993.3978743909,612.8298530254,98327.6192074955,142066.479928159,267.9834343445,48342.0454290275,585852.037237961,8338.1638910323,14856.1126942556,23039.1150030768,1701.3471897343,7479.1117272926,781947.428170715,729.6175088769,3436.9750077744,8871.6504082133,4225.7105722452,56898.0870750043,0,29234.2840171653,32570.7462410368,5879.3859129165,1545958.24232036,310787.941990607,257.7808330319
14.03_100.1174m/z,100.1174402167,1,14.0288833333,78.6575240589,869.1577922978,0,0,1007.0765380859,0,0,0.0344166824,0.0168506617,0,0,4306.0996093749,4374.9379882812,1020.1858126582,0,2766.8330060469,0,3900.8889160156,2085.7141100025,0,1381.7077636719,1137.693786621,6657.9396953025,0,0,0,0,0.003135334,5784.1650390625,0
8.89_425.2296m/z,425.2296271844,1,8.8931333333,1843.4246746805,102.6236391996,370.0803036949,0,303261.750170352,138267.225769789,314957.485090381,797.1661460946,1856.8141055577,370.1755080185,0,0,8090.8943043182,793.9267096812,0,263.1596312659,0,73.3992550127,0,37698.5310550172,0,1645.692605377,0,54.2857662743,5.5541782559,143.4898346841,0,3791.7658845008,999.9430944568,1732.3261252276
8.22_253.1160m/z,253.1160463734,1,8.2230666667,0,0,0,1175.6142444783,0,0,0,321.4568786621,0,0,50.2422858657,0,0,0,0,0,0,205.661676005,0,7084.7795502253,2010.9232608189,0,0,0,68119.6161892446,0,0,0,0,0
4.42_222.0379m/z,222.0378973744,1,4.4225,441.6338195801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577.5830230712,12282.7403229624,24395.3562894984,0,0,0,0,0,7821.2717308448,11765.8804567498,0,0,0,0
6.47_136.9924m/z,136.9924439502,1,6.4655666667,0,555.5936461391,2641.984289814,18.8081541299,28075.8167160793,24228.524540293,14969.868281678,6865.4781211947,17654.5402526855,15198.1639763172,0,1132.3968351382,0,92.6418499624,834.573223114,73.1418762207,0,250.1709442139,0,28462.4390499423,22589.1463143201,2301.990397932,3167.9257507323,2270.9193099406,0,0,0,0,0,0
6.50_287.0964m/z,287.0963808276,1,6.4985166667,55.3079833673,944.3447299691,306.838507059,1001.508556366,0,0,0,87291.2687858384,82109.2183915192,37992.4846305556,2411.7474592745,144.5227023096,4076.2801390612,0,542.6409594188,0,1054356.60004411,683719.823947538,118820.313952717,10309.1638588556,7396.7641391345,24125.7155771078,4359.2430826733,17037.7483681651,39410.8004044394,0,0,7081.2032918254,0,450.6905869811
9.41_369.0347m/z,369.0347082176,1,9.4094166667,15174.9109459673,0,0,0,0,0,0,0,0,365.8166606797,0,0,295.673947729,0,1030.6556325679,0,483.3154449463,1293.9581958129,171.5081120742,198501.737522423,6098.1652681205,30.7022651269,178.414313563,0,0,0,0,0,0,0
14.53_471.2871m/z,471.2870605219,1,14.5342333333,0,293985.651980896,0,673.2688139367,0,0,723.7826690674,361448.966176,318.9520688142,218.2258668599,174796.035222866,412.6742905967,47916.4068156114,14225.1047192375,0,3587.5795715453,5766.6138822453,0,2952.0372853541,75.0259852947,13424.224627371,1661.5187658246,0,328.4590148926,0,0,0,0,0,400.4532699585
5.05_232.9777m/z,232.97768291,1,5.0486166667,99.6007515594,0,0,0,0,60.181546424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.9433139011,0,0,0,0,0,0,7353.5505076552,38572.3788779097,43988.642688651
14.19_613.4796m/z,613.479573388,1,14.18675,45776.3903110352,19885.4366125948,26373.9788066565,63732.9626304551,177970.052566043,26427.5933177364,2516.9757080078,774315.367844547,252709.229071979,6054.3941136439,314723.178294478,126783.988626244,32977.0060682626,30875.4754675666,9749.1301277812,18342.8484861025,964597.611476272,553183.878303278,161635.71825129,29079.6656155884,8202.328719081,359377.8610256,157797.943745985,30498.3459940197,31096.7219078431,11074.0203158843,18357.9975114943,783882.791846287,328771.713852812,72748.1049200702
