,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
7.45_411.1459m/z,411.1458942955,1,7.45415,0,0,83.8739715055,0,75235.2558129549,67092.4571080043,121967.012348835,0,0,0,0,0,1132.2794621113,5995.1410283655,1065.2847369478,5405.1905011378,0,0,0,918.2743338177,897.9473572761,976.399716654,0,83.0411179601,3054.3764794891,3225.9052288569,7665.3718101426,4152.3072311319,0,0
8.85_202.9784m/z,202.978439341,1,8.8492,0,0,0,11.8574033325,2768.566238395,4055.0974807739,4098.6114706112,0,0,0,0,0,0,2994.6917992669,29821.5827561241,0,0,0,0,0,0,135040.016694017,108177.733239384,33914.747378011,7781.0667611627,464.8045629906,0,57142.4538037751,13045.856918335,3662.9273027619
13.81_481.2760m/z,481.2759846309,1,13.81485,14256.1875000574,39679.8184581232,9842.0291878037,11500.9139701216,169.6706510469,5600.4630369427,6913.8037948156,870051.271630532,34201.6937355774,9668.7129061972,8948.4587174752,16481.3528957633,0,12713.3982066602,7064.9719073347,885.9769047026,22877.1967668232,39442.311550435,5497.0632757925,6614.7819716301,47.9884870874,1954.2119619184,2861.0836249682,10377.9182209962,10680.1055715488,8204.7234207489,3753.9692978698,36959.5626535152,21678.8315434038,1653.4159975179
8.60_207.0025m/z,207.0024890876,1,8.59655,361.0143715116,4960.8096651967,561.5976047516,2726.4140620913,3777.9913330077,4882.2297952969,5209.3497772216,0,0,10615.1490898602,0,5439.8734425116,2365.5501386409,0,6669.3491830509,3385.6564625798,1110.8102242716,0,11085.5241337139,0,0,263.9522628784,2540.9823455811,1061.0335386086,0,0,0,7829.8437750724,13360.2784675911,6912.0504592612
2.05_116.7371m/z,116.7371434876,1,2.0496333333,0,165.0933208294,0,0,3023.4378416615,0,1227.1024805924,0,0,0,0,0,1052.6545789228,3583.136009473,1030.2352976972,1210.5884425095,0,0,0,1159.4663085938,4454.2573604345,3925.2785362108,936.1233584811,1424.9295182991,783.8955123175,0,422.2196383041,9376.5551989493,1751.7090653714,2620.9461837982
10.28_365.0803m/z,365.0803387907,1,10.2772833333,1162.3263169498,256.0540388999,0,33.0631108009,0,0,0,0,0,286.5023968084,0,0,0,1192.6856498958,0,0,0,0,200.1819830383,129142.758440744,924.7049848594,0,0,108.8586836129,0,0,59.6647940098,93.3448576044,93.9485716034,0
7.16_203.0657m/z,203.0656626361,1,7.1575666667,0,0,0,0,0,0,0,0,0.0641479089,0,0,112.561630249,0,1240.5577836282,0,0,1477.680564623,0,55.4293444564,0,0,1654.3311787237,9154.1145439147,3648.6067123412,0,0,0,11647.044706173,2587.6509246826,5080.4466060309
6.75_180.7356m/z,180.7356080145,1,6.75115,4895.2214806919,0,976.9311645924,464.3233226895,2080.3360913156,0,405.8042297363,7410.6016845701,0,0,0,0,0,2139.0333264773,310.7205715179,1382.7453660906,4229.6009332379,2903.3733978272,1523.3941955566,0,0,1340.8598327637,0,1130.8212282277,0,0,0,0,0,0
7.66_199.0240m/z,199.0239802299,1,7.6628666667,0,0,0,0,0,0,3108.0223163914,992.0527954101,26754.141260899,14480.0804919013,0,0,1949.2063598632,0,0,0,0,0,0,0,0,864.9741946461,0,1359.6367435093,263.9559936523,0,56.4254471068,1926.4115295411,0,0
7.26_498.1870m/z,498.1870365743,1,7.2564333333,151.7819600972,0,0,0,0,0,0,2004.6962622854,5289.095513722,0,0,0,0,1756.3162994385,0,0,44686.3973129236,673.5379280837,2982.7227782088,97922.5639982794,85435.3103397238,1019.6277577282,108033.96666805,0,9151.1213090061,0,14930.7078778408,27750.5934195147,152825.478162416,3294.2370426726
6.34_314.9941m/z,314.9941418328,1,6.3447333333,135.9242900928,0,26.8783299949,343.3065648706,1031.6318554068,37.4066320984,691.3029785156,6845.4637264556,6325.8106353734,448.1307761938,1516.0090282037,1737.7372024291,3509.0364162038,2740.7293668274,0,2413.5858667632,5815.9810560495,0,0,563.2919922856,3367.6514059061,128057.021688021,79785.9769920392,110130.034605933,0,25.5741847095,617.6785428925,16497.824189677,4362.3462437681,552.3746380126
15.01_587.4554m/z,587.4553606543,1,15.0080833333,0,0,0,119.583018884,6262.3758223454,459.6765832128,0,365.4908313975,1549.1217545386,228.2626846823,13.8904913409,1538.2600930864,2915.3299645282,0,8.0473779276,0,4857.9754541999,0,14.7876603921,0,0,248635.124760067,0,256.7273024124,1444.1240387577,0,0,118155.141822995,1073.2739347649,946.251271719
4.39_110.7024m/z,110.702371941,1,4.3895333333,0,0,0,0,6162.041813393,43.234695995,62.9708527113,1011.9243408491,0,0,917.8535831677,80.2588957042,0,0,0,0,0,0,0,0,484.1822320203,0,0,0,1104.8495801477,214.1465928769,6091.4009871105,0,0,0
4.22_186.7760m/z,186.7759633847,1,4.2247666667,0,0,0,0,0,0,0,0,183.9395945801,35.3679123295,0,0,4674.672454834,5015.768911955,108.3621871907,2331.6244832779,0,0,6445.1892461661,0,0,0,0,0,0,0,1203.8791198731,0,0,408.6877136231
1.06_254.7868m/z,254.7867585143,1,1.061,0,0,0,0,0,76.7670974083,0,0,813.932629426,0,0,0,0,5522.8002886222,407.6689386369,26.1018103768,0,0,0,0,0,0,0,0,1884.9820294599,4916.7527282088,0,5492.5342814743,7532.076150595,12950.3590774452
13.51_581.3759m/z,581.3759374716,1,13.5072833333,109406.447290855,797657.427044192,91422.3023669395,450399.571324707,142167.709125747,121048.537136307,37687.1868356383,10944347.8712732,5955342.19623714,54726.9456578678,447415.105605521,228358.575526941,237271.615240458,95319.2240436295,122313.210330393,84060.1492226883,420620.522361483,363438.579369856,190064.102149865,86918.7893231909,111614.419116302,143335.61697365,85904.2081193703,56067.4497422147,117067.609151271,84410.0664787386,72622.3577337063,138470.933064579,138854.136993524,57576.0496272403
5.61_289.0042m/z,289.0041527394,1,5.6088166667,298.1491988517,239.9631863693,465.8535092682,637.4783000246,0,0,0,8457.0919437325,12314.6017466874,3889.7121485207,0,0,56.3506805761,0,0,0,0,0,0,0,0,1046.0312061512,491.9317060888,363.4852073951,83002.136010298,40258.7365170353,80969.5906595414,0,0,2073.67288208
3.76_152.9253m/z,152.9253403401,1,3.7633833333,0,478.9078046771,0,0,0,0,0,7735.7702102661,14395.554539323,7221.6086522452,16161.0684881705,25049.8828843672,7405.9180095134,0,0,0,1091.7430725098,3594.5809537964,1137.8009910583,6283.4290461852,2006.4450073242,1237.7630462646,5278.9367038159,4717.3198566437,0,0,0,3.3934391507,7805.5049482785,75.2774317264
1.35_100.6209m/z,100.620906601,1,1.3466166667,113.8213691711,0,430.8625030517,26.0524486309,514.217603192,603.8390502929,541.9469814956,1409.0571595571,976.0037689209,746.0494445633,458.8604621887,0,800.3884124756,376.9803803189,0,108.2293881412,352.3404559044,9.815193046,1603.0458006341,269.9335131204,907.6680808498,526.1172433312,68.458891721,1596.6451942886,609.0246512086,158.6091710659,815.0102133738,253.400083444,200.5621760064,939.8468894958
9.59_239.0946m/z,239.0946182967,1,9.5851833333,413.8034820557,0,0,0,2955.8370495276,763.7360825889,0,0,0,7678.785130531,908.2701430064,0,5699.5047169466,671.6056285774,7832.1434631347,4338.7899398804,0,9244.1188663213,10519.5413725314,0,0,991.2961425781,7507.6073821371,2577.6668698922,0,0,3246.907775879,2774.7770388823,6479.7587195497,0
18.04_487.3363m/z,487.3363479552,1,18.0406666667,0,0,0,0,22596.7815878503,0,0,7065.1062420004,0,0,0,0,0,3198.5899353027,0,0,0,8.1157746185,0,3128.0868276559,1080.4531375539,208095.76048924,7220.2534360271,10528.8752185063,4855.6864942157,0,0,0,0,0
6.59_160.9999m/z,160.999900129,1,6.5863833333,0,493.2090467105,0,0,4761.8194033799,2601.3261616708,7802.541595498,0,0,0,236.9459609839,0,0,98542.1311523122,122109.715035444,102869.338443763,1737.664542926,6004.2074847791,8592.4636809701,0,0,10505.4272041399,0,96.2758821802,21452.935832736,14917.6650093693,0,0,6877.6064363422,8002.94663892
0.01_152.8381m/z,152.8381303694,1,0.0061333333,1324.3408099355,2242.3539242027,596.4495153007,1006.4418351723,1298.2354842938,0,370.5053764325,392.2646505942,0,2365.1361338016,4616.4385545214,479.8789176941,2741.6986056926,2804.3963445556,435.229456511,495.7004517868,391.3822937012,604.5763228758,2338.9693528954,0,500.9283891389,487.8987464905,0,717.4752197265,10898.0989648977,1298.6463388357,48.8450483151,5790.2699474311,0,1128.0530403125
5.84_289.1142m/z,289.1142341855,1,5.8394833333,424.9854524575,378.8403674807,102.4025807565,46.8569604746,0,0,0,0,0,0,0,0,0,0,0,0,762553.642987508,520408.592126328,789078.946446276,0,0,9785.9733141542,1112.8277016025,8774.0491529566,0,0,0,0,0,0
12.78_115.6177m/z,115.6176590548,1,12.7822,0,0,0,1779.3606910846,0,265.7404008417,1662.8522949219,0,0,186.8982516436,226.3011779785,4413.502746582,584.8032538603,0,486.2459524469,1734.7489624024,0,3112.9976380028,2814.4448580745,882.2865600586,2192.7809070154,0,905.6628521445,261.8430249813,0,348.4636433771,2140.6230801895,0,1004.7417467728,4087.7557599002
5.32_345.0837m/z,345.0837108613,1,5.3232333333,819.7936681616,0,671.2346222494,66.5941964134,10245.9528169285,39958.109347193,2038.3424447761,1610.3124796267,0,621.7398925638,255.9664926442,173.7051861513,11926.7657854202,17053.4182352855,3055.2504856954,2926.205934589,50258.7773807411,55965.2747780494,22090.5834670135,0,0,7500.0142870473,19607.8508305056,14776.168551386,2354.2258484645,4147.3087453658,2123.5384839735,246978.837017061,203179.024288625,199103.970758061
14.06_569.3780m/z,569.3779762019,1,14.0604166667,23465.7348171444,24010.5327904275,1230.1635131836,5434.3395374002,730.3896672095,0,1123.6698008554,1055094.94372522,89796.1654319239,4533.2616209014,18604.1148279018,985.2980571795,9843.8756258273,0,2824.5675570062,3319.9141616283,8480.0351045439,0,1218.088224043,416.1913679398,804.6614696406,4134.7678319773,606.7378393206,1557.6489780937,13627.8235067415,0,1220.8036432129,4485.0637493965,2986.2263176064,0
19.49_325.1183m/z,325.1182597471,1,19.4938333333,20275.4644385103,83874.2328552825,99756.387871636,115228.127665406,76517.3785046045,134198.747439038,128029.884720698,95719.7158760868,132094.791893917,128096.991146695,156081.476527457,98250.5068051211,95228.1516990489,103223.818571594,90938.5574293335,238472.410289496,96823.9019698435,90065.695076469,108281.555197406,94550.5089292789,94920.9187850665,79089.6414039461,88446.7422726451,122217.842674837,94133.4991589511,116369.180302996,79622.7978549646,104643.26719396,90396.4628555742,93111.3011563274
7.26_282.9724m/z,282.9723834639,1,7.2564333333,0,0,0,358.0516731665,0,0,534.7805480957,7363.0469777467,14888.9641772341,1812.5831272438,0,5330.4375070572,0,0,0,0,4554.6358878188,2279.3523989278,0,108335.663346218,70623.0288908629,86725.6417319,49086.9769014604,59548.7979089832,0,713.055560652,0,7112.7905757432,0,1.6496264464
14.85_455.3110m/z,455.3110234171,1,14.8501333333,3632.2844760593,699.0156765244,2105.5442087649,625.5002106139,0,226.413704861,0,19450.8121794904,3148.6759070974,622.9894490469,0,2004.2088188521,4.3173317107,5054.8090741658,3315.0076412824,42.7716603976,5015.0634613748,48.8378321848,2018.4179332439,144770.613803739,6143.7823306553,1603.7532407872,0,532.5622171648,861.583649288,0,943.6880908156,0,870.3056793213,443.7052526807
1.06_150.8838m/z,150.8838018017,1,1.061,5777.2258793147,0,0,0,0,0,0,8313.8734204824,6430.7867494074,0,2123.4006951178,0,0,7817.6771240234,6692.5000181794,0,2827.7100830078,0,3.1585505403,10969.0555323521,11629.5304133082,5478.0281791445,9333.7177886962,5389.3228637298,2344.7614746094,6992.9195556638,0,9476.810913086,19943.108906277,7233.5798645019
18.51_157.5075m/z,157.5075075949,1,18.5145,4921.5343150453,189.7832822503,2226.5945892334,1199.4943986761,0,2378.3691072204,1545.005254588,0,1262.3472799928,2034.9378340986,0,1464.5402258252,3151.099459138,1240.5949525868,2167.2922385287,192.848639135,419.2750295372,1322.8795186722,452.6623290317,2697.6007743974,1809.1376180745,557.9115124876,1683.3233735318,384.7422618074,270.2342625714,634.1972090935,2386.8621043825,0,3532.8202422612,2940.6358574505
11.39_562.2728m/z,562.2728220257,1,11.3869333333,0,59.0576325392,5210.0824559317,2979.0025725861,164008.165176073,42406.223646996,2703.2729640243,158756.985870774,170716.93044587,0,79797.8738666171,216335.950432765,546.8840058519,320029.384652242,814612.613371255,5107.0884761087,51878.7616388725,72793.615800398,0,13009.466971393,0,17116.969756718,16757.4606347772,2753.6934703435,71105.6729082399,41415.7251146905,6515.5429173179,2972.1614980637,25184.0551829591,0
12.02_391.2190m/z,391.2189636133,1,12.02415,776.1568027329,743.1513262641,144.0997137784,118.5169523591,1837.2468498988,434.0228173395,421.5153015691,0,0,488.637566988,0,408.6296744309,407.683308667,0,472.4828799809,387.1068582145,0,668.3059539704,0,363099.932746872,209.9224198453,0,1734.6487400109,1138.3267632427,117.1244548963,0,1673.4672542622,627.7500700106,0,0
14.34_100.6013m/z,100.6012964308,1,14.3447,1618.9666246345,189.0715686475,9035.3396764552,1320.1152003455,1726.0220637365,32.8357840423,0,1336.0512329748,1658.2841151692,1588.953704834,2579.2696672978,1228.4379349596,722.6183689255,682.074140895,562.5206293297,3435.2735834739,3596.7523679699,1248.7880554199,9021.8275240253,4895.041601065,991.8220082466,238.4018944176,0,398.4739727978,432.4485121861,43.8449485181,658.3376899188,930.1825104819,1607.749913775,1677.0965247932
19.49_130.4676m/z,130.4676333549,1,19.4938333333,632.4975421642,765.8466657758,1667.4943832865,878.3282154894,1388.6304193951,907.2328975003,968.8062415411,1641.8552563763,147.9521709539,632.5951713784,328.3897277453,2773.404371032,3078.3642582225,586.5452784232,2664.6389845799,431.1098704061,1926.1165988301,958.5699109337,3083.863887633,491.5457001072,1478.9097969263,665.4413593626,1600.2100846869,902.3463872852,889.4938801225,791.6098709106,3527.6272162845,2454.4111073468,268.8229701066,2354.5321056237
19.64_782.9037m/z,782.9036601662,1,19.636,20751.8752551694,23043.3384776291,4680.3009033204,14759.1542968749,14588.0488891601,6783.5204467774,19439.8488339681,31622.5292693764,1601.9656372071,4450.2489013672,35338.4156058747,6522.8524780273,13380.9634917766,0,0,0,8483.2127405506,4771.555510059,13129.7028198243,6792.0931396485,2079.1033325195,19281.273511652,3040.1385803223,14732.3471939867,20974.1356708022,5381.7956542969,15162.2929077147,8114.0308837892,9523.3787841797,10283.0590521622
4.52_152.8459m/z,152.8458687838,1,4.52135,0,0,0,0,0,0,0,6465.1326931621,8292.817586074,4295.5964404965,1617.0684814454,0,4377.5471121843,0,0,0,0,0,0,0,0,0,0,857.1788330078,0,0,0,0,16732.4064432475,7837.8890991209
10.87_423.1895m/z,423.1894520755,1,10.8705666667,0,5410.2103524761,4957.0219954097,12413.7275758102,612.4289550781,0,131.0575720797,0,756.4889166504,0,264.0413805914,0,128.7231998411,1066.6619087461,4385.7080183575,0,380.927455542,1196.3947964032,399.4307119237,8721690.55723179,143657.041395193,1072.0351255874,1328.3129779369,0,0,0,0,0,0,0
11.66_407.2477m/z,407.247693742,1,11.6615833333,9005.4797545458,109.313053378,1136.7731641374,0,56895.6753782277,12016.8598546073,3926.5177879447,0,719.2257973674,5128.7532932087,1421.9214801131,1101.8032796869,688.3468848574,16836.1327746175,8226.1396673264,513.9085341509,12090.5267061984,12902.990543865,4194.3043996171,2379644.42682491,18628.5349192494,6959.9503731868,748.6790779227,3220.9940754924,36945.308274996,1003.4733927003,2479.45084471,48307.1820021897,15867.7012452614,999.5091291027
8.25_242.1025m/z,242.1024583045,1,8.24505,0,26353.5473433926,22196.0446720104,21458.9634788458,0,0,0,14691.3537049366,1522.2307128906,5542.4773075917,3770.9427595437,8136.1234940845,5565.0122858554,0,1206.1799316406,4748.8021635448,0,494.4677591802,7986.3011272224,0,0,0,3661.5098760654,797.2877328711,0,0,3333.0930023193,6099.8973083496,0,2588.0452117921
19.84_174.5982m/z,174.5982320318,1,19.8413333333,7917.2721028341,10088.8009261157,6857.1796722173,2929.4169511311,5886.4017060533,8701.7101269687,5461.698307298,2250.4362006794,6446.5366092189,9823.6718464493,6881.6118166661,12141.5246387636,15509.3202773783,11577.6984674522,14945.4526733393,8626.64154503,10079.3231789836,4576.1515860358,10509.2331157194,5541.3730304918,7124.1864143889,5308.1850754231,5238.410401046,7704.8008290253,10031.20118895,8939.9581539931,7227.9896854587,9639.8855675313,7879.0534616819,9411.6218537501
5.92_171.0714m/z,171.0714036536,1,5.9163666667,0,0,0,0,1516.8091583252,7170.8543787546,0,0,784.1737691127,5025.8953007733,0,0,0,0,0,0,1108.5034871312,5432.2966733102,2247.5478892765,6412.0307246323,0,0,0,0,0,692.0840470503,0,0,0,0
2.98_134.7847m/z,134.7846813675,1,2.9833666667,0,0,1042.1768651578,0,241.91190421,1442.9137840545,570.2021701494,0,471.0429565751,2012.9225158692,1360.1897390317,922.8873852122,1165.1249897288,0,0,0,1660.6756184862,7829.4018229264,10718.7761674078,0,0,0,1465.9251018196,1173.0474679913,0,410.350611352,0,0,1095.288696289,1713.6032589162
5.06_279.0685m/z,279.0685073976,1,5.0596,0,381.5248328924,417.3120797851,455.9587297313,63380.4387740975,16696.3948915778,94256.6244000117,0,0,0,0,0,0,0,0,0,384.2484378596,509.2711009815,0,0,0,874.8992293077,0,0,438.3670043945,0,0,1997.5820523068,0,0
1.18_145.0533m/z,145.0533348107,1,1.18185,6124.4342590449,12288.7688681869,19765.84644408,17366.2207907901,285817.253499573,138420.906309013,183720.725708005,51041.8881323329,80107.3051655187,55347.610101461,26293.3251482301,31186.1599675201,44400.6306214965,19476.2807470465,19238.1471303488,24900.2479746342,34384.5525989621,65630.2783616798,85560.1139333773,20108.4798955977,29500.7772286291,27887.9897485065,16052.2346608688,43442.0872135684,36970.0113957367,49060.9324450042,62028.0221506582,32485.8731377242,34266.569892551,39216.6242222092
4.39_129.0933m/z,129.0933362824,1,4.3895333333,0,0,0,0,3058.2698818635,0,14533.9073486326,0,0,0,942.1240539551,1973.9279905219,0,0,0,0,0,0,0,0,0,3655.6577235297,0,433.8555297852,10693.1662968171,4825.2221585226,21777.3297189304,0,0,0
4.69_188.0082m/z,188.0082388034,1,4.6861333333,0,1187.4880585831,46.5437619816,219.1302509156,8225.8011657731,5539.0932290219,8121.1943753137,15476.9518015822,20912.5565291057,10514.1420220469,0,0,0,4092.0117197064,1226.1724229428,3132.9480832529,7673.7584081162,4209.3603312419,6273.1332767179,0,0,363725.508912722,119520.475697998,108526.447797639,124983.921762755,19039.419595547,34353.1188164332,11170.6047251119,4055.2109578455,1823.0035459831
11.99_409.1720m/z,409.1719974836,1,11.9911833333,13927.1227606075,0,7997.2880724156,13421.4822687364,64787.6348361141,163649.340479087,1081.015701294,2109.9784451236,0,15320.1274997371,21014.0699530207,28159.5650975567,24120.2043989689,7517.8886332961,14338.5206023698,9602.5542583446,45507.4631774301,86248.3022190349,10222.8805570175,46124.4601075774,12668.6914875633,16352.2396224816,15387.6161094507,19934.3928478647,34325.9554887677,332451.829290176,13259.8855072367,47706.6720315808,28862.1899789343,12183.4636789364
16.46_369.2036m/z,369.2035514061,1,16.4612166667,1079.1764984131,0,3367.2573125243,4.1195329767,23770.8013833443,10573.4312377346,0,2517.2657004514,427.1538238525,822.4384447176,2415.218492723,276.9495254533,18864.8463570143,1.1106330756,0,2346.3062546091,3556.1223021438,1844.5332183838,21012.798441127,0,909.0618438721,12041.2100654493,5457.0417048297,5183.9313586804,27321.1520112747,1895.1032928215,12741.8084571501,4020.9489288331,1044.4591369629,8773.3252231086
11.47_519.0730m/z,519.072968744,1,11.4748166667,22442.1238714083,210647.265533898,30644.259943885,55854.7847333783,14510.1587487783,1387.7388897061,4234.3317762171,1928100.39002677,365433.735417919,498484.093270531,101609.929877044,14131.7297360202,50658.0469304462,52203.5574554766,15379.9172008539,22039.8947619892,3236.2659606934,116755.904970756,7690.9138346771,22701.2778330971,19770.3233676041,0,6876.4091595352,1005.6173476789,17664.7949085699,9567.661253405,5123.0016746582,45560.4719327085,28625.0898194106,3434.1691198828
2.05_989.5817m/z,989.5816926814,1,2.0496333333,0,0,0,0,0,0,0,3630.2826159147,0,0,0,0,0,342157.193163426,592325.745030276,300418.141818191,0,0,16328.9184130903,0.883176378,1299.8911060009,0,0,0,683852.791700482,725017.886205758,498595.923426583,0,0,0
19.53_144.8701m/z,144.8701448017,1,19.5255,0,1760.1244964601,6649.4806316737,7291.912319344,1255.7633514404,4420.6756563114,2783.4780744895,229.7490359063,9021.8965691661,5935.5210403219,230.0832443237,4680.3641776611,9095.5970010029,1999.4451417678,9186.7658333455,3798.4671567883,313.3259619907,7451.4307850694,4047.3333816527,4638.3466028899,12050.5921366285,4565.0245410081,6408.1896627029,6973.5883411949,676.6045329838,10802.0491399103,6709.5432371939,530.5797248198,9659.2653173786,9765.4378782143
14.99_115.6061m/z,115.606053294,1,14.9922833333,122.9120760845,3185.6525236082,0,14236.0732421871,211.4436543658,463.8699013101,314.0597740085,184.8122146369,96.6568487283,0,26.6201924368,0,0,0,1167.7304445461,0,5068.1662597655,0,54.8976019988,46.7122030283,0,4345.4223632813,0,7012.7637578659,178.3329981902,378.4469998624,0,142.999902816,1649.7398078398,0
2.10_141.9412m/z,141.9412061261,1,2.10455,0,0,0,0,0,0,130.1547762505,352.710773597,0,0,0,1313.1587659125,6448.9732208253,0,0,0,0,0,326.237433571,0,958.7181594631,0,0,1420.6395951532,0,0,0,584.2546593009,0,1051.3650796798
12.00_112.8783m/z,112.8783013155,1,12.0021666667,7712.6760108705,403.183135137,427.9512084372,0,0,2170.788310789,2376.1258102293,0,0,198.6988776039,13877.8928546044,0,0,3033.0897840991,0,4367.4912791184,0,0,1932.268947177,0,0,0,0,2291.5697716439,0,0,0,0,0,1939.6477203369
6.86_153.0952m/z,153.0952217214,1,6.8609833333,0,0,0,0,7528.5551719313,909.633441924,4871.1247708006,726.6451416016,0,0,0,0,0,0,0,0,585.045578003,134.2729885031,0,0,0,138.6709019236,0,927.4164557189,1922.4865112304,0,0,0,0,0
4.74_425.1350m/z,425.1349650506,1,4.74105,437.0517639894,0,0,386.1145563992,84280.387632858,46396.4524481763,60497.9504239217,1307.0680541992,8848.9828796895,13428.7414810471,0,278.1679055904,0,95.3088651514,0,0,0,439.5887910457,24.0504515969,0,0,457816.745652671,203422.551869036,398799.271829977,6113.6132834347,1680.0722509119,979.0871472787,49164.7017536424,84537.937007578,76457.9801091057
16.56_238.9861m/z,238.9860964663,1,16.5559833333,920.4868774414,34618.072307761,54669.6718281894,64001.6216172694,31938.4017717103,16156.6218959117,23091.3547297035,943.5414848328,595.8281326294,37527.7759469568,0,49243.6823635683,32563.5139072741,905.9521179199,31556.4902021948,10363.3558361658,827.8796386718,28035.4746110994,6787.3743498723,31288.7301585907,7717.889298838,0,11070.5537279502,6012.7537841619,29496.2199154143,15777.426805066,13374.2800100608,28127.9804826721,8316.4727232578,29104.1114691995
11.16_559.3172m/z,559.3172072633,1,11.1562166667,0,0,400.7742497024,1787.0015827035,160350.042539484,8161.6013353857,0,328988.850016773,114387.864400053,0,44025.0706378425,8252.0463660527,0,108513.922387999,65106.2740121835,0,20607.2834975611,6566.6984997223,0,3287.8574745653,0,31158.7212090836,0,0,199189.447721439,80790.3334809126,3754.2044252593,173716.805113019,19010.0492032238,410.3706623307
3.76_185.0541m/z,185.05412966,1,3.7633833333,0,0,0,0,15799.5891079766,0,5535.6821170705,0,0,0,0,0,0,1427.905090332,0,0,0,0,0,0,707.4288445229,0,1310.3377221935,0,0,0,0,5817.887507535,14895.8384665212,17214.2634685308
14.77_136.6725m/z,136.6725116129,1,14.7711666667,2056.9139466813,1221.7693741225,1261.3878766645,1892.9137206641,2677.9752357082,3464.0065743645,3929.2742609913,118.3444519043,1594.4754471498,2904.5062104857,24.1862396129,1810.6932166654,1530.8161060137,2265.4376121075,3952.1551813123,1175.4841528021,1336.1618606137,1131.5881069049,1977.8489496627,3594.6107042433,3035.8901483927,800.1882040291,3943.9927319348,2644.7181051527,606.0985389376,4237.3432087799,2587.6284509452,240.9729979022,3900.074849107,2072.4090738402
4.89_215.0564m/z,215.0564119462,1,4.89485,0,0,0,0,0,0,593.5389404297,0,0,0,0,0,0,0,0,448.6147544025,0,0,0,0,0,0,0,168.4337660438,1516.3326416016,11464.9130738461,24801.5737304691,20672.5295707793,8427.7207571186,22498.7073669434
4.80_323.0721m/z,323.072057535,1,4.7959833333,837.4183384165,8476.4635664545,4818.5014976674,3136.2983283941,17947.0051013335,801.6656494141,4670.9610000585,68435.7964233095,51754.9716915318,38370.6010799646,7931.2362036774,4361.3097879628,3222.8010827926,20656.1894616056,20642.6509199923,29229.7465716825,18603.3953967941,11764.0338845173,27602.8538733316,16567.2243254475,16697.0734519561,83666.8157744413,35900.8331585062,40812.578275369,47356.7681797654,32789.192161958,75434.3527183705,56886.4275939743,27567.8177784823,32746.1386090486
3.65_114.7958m/z,114.7957964724,1,3.6535333333,0,0,0,0,1799.6799349715,0,0,212.8790740967,0,0,0,0,0,0,0,0,0,0,0,1640.9593388822,1533.253849109,0,0,154.7804412842,581.6921995703,317.6188784263,6637.9746894836,79.0665667733,0,0
2.48_111.0951m/z,111.0951091634,1,2.4780333333,0,0,0,0,0,5.2110672907,1.3676116,0,0,487.6882017468,0,0,295.8293688621,0,0,307.7114085819,0,0,0,0,0,0,0,0,637.218353502,0,1850.375162161,957.6528595469,8169.0744975607,4749.0097885132
10.75_415.1905m/z,415.1905174698,1,10.7497,2135.4091091014,11.4719365464,283.1204627321,0,133790.73932908,1039.719448493,1573.3553285884,97967.8880088214,17776.4412644426,348.7097673426,14114.4062496484,596.0525100745,0,1058.0626068115,698.7633972168,144.1832232252,150013.253636176,27308.3816345108,579.4220374161,797.7726397686,429.7280745897,5115.8615435541,0,0,50870.1711047751,24570.4354024671,3.5148451261,4097.1644198904,1516.0474873651,102.749189859
4.57_175.7151m/z,175.7150824319,1,4.5653,345.6977912689,0,0,0,0,1263.7429100644,330.9715325561,1480.7766016719,575.6398638169,22.112114949,0,0,0,445.5289577331,875.9544776299,759.2087107453,561.1738385775,2096.3362801856,28.0906631747,0,0,508.2539327879,227.0642948403,623.3565671912,2939.1599086789,1195.6066207029,5579.9471219328,0,0,0
5.73_436.2036m/z,436.2036088167,1,5.7296333333,216.1568599885,0,0,0,0,41.2909254979,357.8642373243,4935.5753634307,3497.6995199976,220.4903872239,0,207.211227417,0,1255.7242736816,8543.1867215733,24175.0561960889,0,0,0,232.7610204156,999.5142157004,0,0,0,498.8988275738,313.9469709425,49091.9619801705,0,3161.5583269617,456.6494603625
7.99_537.1400m/z,537.1400187498,1,7.9924,911.2227741526,6443.4941286641,0,0,4269.6016845703,94.824463973,800.5404369862,557032.41854638,765493.088677514,0,9683.0015731151,0,774.7761535644,6282.0459865783,3453.8541231628,466.8348986914,696.4954366336,5294.7017718648,2.5468239014,2575.1774877573,520.8833529942,34606.3662187188,12502.6838190501,3614.6113937334,23343.1765954343,2596.0192950486,26337.6022809527,7882.1821556873,0,0
